,,,,-ISERE,,,
14677,38,38380,38690,Saint-Didier-de-Bizonnes,saint didier de bizonnes,45.462527777778,5.3435394444444
14678,38,38381,38110,Saint-Didier-de-la-Tour,saint didier de la tour,45.544961304348,5.4880437681159
14679,38,38382,38120,Saint-Égrève,saint egreve,45.235920930233,5.6935972093023
14680,38,38383,38960,Saint-Étienne-de-Crossey,saint etienne de crossey,45.375938153846,5.6397599230769
14681,38,38384,38590,Saint-Étienne-de-Saint-Geoirs,saint etienne de saint geoirs,45.342949312977,5.3532703053435
14682,38,38386,38620,Saint-Geoire-en-Valdaine,saint geoire en valdaine,45.462234223301,5.6349987864078
14683,38,38387,38590,Saint-Geoirs,saint geoirs,45.312624652778,5.3576426388889
14684,38,38388,38450,Saint-Georges-de-Commiers,saint georges de commiers,45.027825833333,5.7211957142857
14685,38,38389,38790,Saint-Georges-d'Espéranche,saint georges d esperanche,45.554614605263,5.0779543421053
14686,38,38390,38470,Saint-Gervais,saint gervais,45.189304468085,5.4876432978723
14687,38,38391,38650,Saint-Guillaume,saint guillaume,44.948635859375,5.586861328125
14688,38,38392,38460,Saint-Hilaire-de-Brens,saint hilaire de brens,45.677825384615,5.2865504615385
14689,38,38393,38260,Saint-Hilaire-de-la-Côte,saint hilaire de la cote,45.392488918919,5.3306768918919
14690,38,38394,38840,Saint-Hilaire-du-Rosier,saint hilaire du rosier,45.097130671642,5.2459682089552
14691,38,38395,38660,Saint-Hilaire,saint hilaire,45.311156296296,5.8814214814815
14692,38,38396,38350,Saint-Honoré,saint honore,44.959772477876,5.8165350442478
14693,38,38397,38330,Saint-Ismier,saint ismier,45.249885478261,5.8256644347826
14694,38,38398,38480,Saint-Jean-d'Avelanne,saint jean d avelanne,45.509917054264,5.6719031007752
14695,38,38399,38440,Saint-Jean-de-Bournay,saint jean de bournay,45.495655930233,5.1436278488372
14696,38,38400,38430,Saint-Jean-de-Moirans,saint jean de moirans,45.338707476635,5.5852671028037
14697,38,38401,38110,Saint-Jean-de-Soudain,saint jean de soudain,45.58490125,5.4350503409091
14698,38,38402,38220,Saint-Jean-de-Vaulx,saint jean de vaulx,45.018061058824,5.7483065882353
14699,38,38403,38710,Saint-Jean-d'Hérans,saint jean d herans,44.857566715328,5.7610126277372
14700,38,38404,38420,Saint-Jean-le-Vieux,saint jean le vieux,45.207272131148,5.8767032786885
14701,38,38405,38134,Saint-Joseph-de-Rivière,saint joseph de riviere,45.3676950625,5.6921945
14702,38,38406,38122,Saint-Julien-de-l'Herms,saint julien de l herms,45.432131634615,5.0856481730769
14703,38,38407,38134,La Sure en Chartreuse,la sure en chartreuse,45.3773525,5.8279707
14704,38,38407,38340,La Sure en Chartreuse,la sure en chartreuse,45.335221,5.702813
14705,38,38408,38540,Saint-Just-Chaleyssin,saint just chaleyssin,45.588368415842,5.0032492079208
14706,38,38409,38680,Saint-Just-de-Claix,saint just de claix,45.075248431373,5.2788925490196
14707,38,38410,38840,Saint-Lattier,saint lattier,45.09511640625,5.1906354166667
14708,38,38412,38380,Saint-Laurent-du-Pont,saint laurent du pont,45.378625866667,5.7341680888889
14709,38,38413,38350,Saint-Laurent-en-Beaumont,saint laurent en beaumont,44.885010849673,5.8427859477124
14710,38,38414,38970,Sainte-Luce,sainte luce,44.847925350877,5.9045753508772
14711,38,38415,38080,Saint-Marcel-Bel-Accueil,saint marcel bel accueil,45.645004081633,5.2302430612245
14712,38,38416,38160,Saint-Marcellin,saint marcellin,45.153003076923,5.3210964835165
14713,38,38417,38660,Sainte-Marie-d'Alloix,sainte marie d alloix,45.382439210526,5.9725365789474
14714,38,38418,38660,Sainte-Marie-du-Mont,sainte marie du mont,45.407662020725,5.9304163212435
14715,38,38419,38930,Saint-Martin-de-Clelles,saint martin de clelles,44.849205466102,5.6111311864407
14716,38,38420,38480,Saint-Martin-de-Vaulserre,saint martin de vaulserre,45.490566923077,5.6814403076923
14717,38,38421,38400,Saint-Martin-d'Hères,saint martin d heres,45.178247966102,5.7612366101695
14718,38,38422,38410,Saint-Martin-d'Uriage,saint martin d uriage,45.154854550265,5.8547324338624
14719,38,38423,38950,Saint-Martin-le-Vinoux,saint martin le vinoux,45.218441348315,5.7152886516854
14720,38,38424,38930,Saint-Maurice-en-Trièves,saint maurice en trieves,44.766199083333,5.6597058333333
14721,38,38425,38550,Saint-Maurice-l'Exil,saint maurice l exil,45.385945178571,4.7750007142857
14722,38,38426,38530,Saint-Maximin,saint maximin,45.426691157895,6.0447214736842
14723,38,38427,38590,Saint-Michel-de-Saint-Geoirs,saint michel de saint geoirs,45.301897,5.358003
14724,38,38428,38350,Saint-Michel-en-Beaumont,saint michel en beaumont,44.869644952381,5.9140421904762
14725,38,38429,38650,Saint-Michel-les-Portes,saint michel les portes,44.86531378125,5.59262803125
14726,38,38430,38190,Saint-Mury-Monteymond,saint mury monteymond,45.212786923077,5.9302400854701
14727,38,38431,38330,Saint-Nazaire-les-Eymes,saint nazaire les eymes,45.260885294118,5.8508407352941
14728,38,38432,38500,Saint-Nicolas-de-Macherin,saint nicolas de macherin,45.407858823529,5.6135266666667
14729,38,38433,38250,Saint-Nizier-du-Moucherotte,saint nizier du moucherotte,45.166118831169,5.6350714285714
14730,38,38434,38490,Saint-Ondras,saint ondras,45.517962150538,5.5447107526882
14731,38,38435,38660,Saint-Pancrasse,saint pancrasse,45.29553,5.8522376315789
14732,38,38436,38760,Saint-Paul-de-Varces,saint paul de varces,45.069169824561,5.6392378947368
14733,38,38437,38140,Saint-Paul-d'Izeaux,saint paul d izeaux,45.316211724138,5.4330865517241
14734,38,38438,38650,Saint-Paul-lès-Monestier,saint paul les monestier,44.929509473684,5.6149021052632
14735,38,38439,38570,Crêts en Belledonne,crets en belledonne,45.3104078,6.0167701
14736,38,38439,38830,Crêts en Belledonne,crets en belledonne,45.3564494,6.0373571
14737,38,38440,38870,Saint-Pierre-de-Bressieux,saint pierre de bressieux,45.303251061452,5.2952262011173
14738,38,38442,38380,Saint-Pierre-de-Chartreuse,saint pierre de chartreuse,45.334861702128,5.7958441702128
14739,38,38443,38160,Saint-Pierre-de-Chérennes,saint pierre de cherennes,45.121041605839,5.3828801459854
14740,38,38444,38350,Saint-Pierre-de-Méaroz,saint pierre de mearoz,44.873173203884,5.8218266990291
14741,38,38445,38220,Saint-Pierre-de-Mésage,saint pierre de mesage,45.049446122449,5.770322244898
14742,38,38446,38380,Saint-Pierre-d'Entremont,saint pierre d entremont,45.387734507042,5.8573991079812
14743,38,38448,38370,Saint-Prim,saint prim,45.4483559375,4.79920796875
14744,38,38449,38070,Saint-Quentin-Fallavier,saint quentin fallavier,45.638181186441,5.1099748305085
14745,38,38450,38210,Saint-Quentin-sur-Isère,saint quentin sur isere,45.276037540984,5.5482063387978
14746,38,38451,38460,Saint-Romain-de-Jalionas,saint romain de jalionas,45.749436617647,5.2219067647059
14747,38,38452,38150,Saint-Romain-de-Surieu,saint romain de surieu,45.389309814815,4.8901051851852
14748,38,38453,38160,Saint-Romans,saint romans,45.103175163934,5.3264469672131
14749,38,38454,38160,Saint-Sauveur,saint sauveur,45.143680224719,5.3376757303371
14750,38,38455,38300,Saint-Savin,saint savin,45.627189864865,5.3306152702703
14751,38,38456,38710,Châtel-en-Trièves,chatel en trieves,44.827253333333,5.83301025
14752,38,38457,38870,Saint-Siméon-de-Bressieux,saint simeon de bressieux,45.320091031746,5.2663005555556
14753,38,38458,38510,Saint-Sorlin-de-Morestel,saint sorlin de morestel,45.630696785714,5.4731639285714
14754,38,38459,38200,Saint-Sorlin-de-Vienne,saint sorlin de vienne,45.478434864865,4.9360531756757
14755,38,38460,38620,Saint-Sulpice-des-Rivoires,saint sulpice des rivoires,45.47064954955,5.6099441441441
14756,38,38462,38119,Saint-Théoffrey,saint theoffrey,44.992012631579,5.7781992105263
14757,38,38463,38160,Saint-Vérand,saint verand,45.184897537313,5.3458762686567
14758,38,38464,38110,Saint-Victor-de-Cessieu,saint victor de cessieu,45.536873697479,5.3763554621849
14759,38,38465,38510,Saint-Victor-de-Morestel,saint victor de morestel,45.701178805031,5.4949144654088
14760,38,38466,38660,Saint-Vincent-de-Mercuze,saint vincent de mercuze,45.376270406504,5.959395203252
14761,38,38467,38890,Salagnon,salagnon,45.664997804878,5.3510102439024
14762,38,38468,38150,Salaise-sur-Sanne,salaise sur sanne,45.345209189189,4.8070159459459
14763,38,38469,38970,La Salette-Fallavaux,la salette fallavaux,44.843376328125,5.982497421875
14764,38,38470,38350,La Salle-en-Beaumont,la salle en beaumont,44.860063,5.8600368888889
14765,38,38471,38700,Le Sappey-en-Chartreuse,le sappey en chartreuse,45.257528712871,5.7840884158416
14766,38,38472,38700,Sarcenas,sarcenas,45.280658703704,5.7558446296296
14767,38,38473,38260,Sardieu,sardieu,45.364075306122,5.2156959183674
14768,38,38474,38360,Sassenage,sassenage,45.206828522727,5.6437664772727
14769,38,38475,38290,Satolas-et-Bonce,satolas et bonce,45.687582403846,5.1276749038461
14770,38,38476,38440,Savas-Mépin,savas mepin,45.500084539474,5.0617576973684
14771,38,38478,38220,Séchilienne,sechilienne,45.078294710744,5.8472225619835
14772,38,38479,38260,Semons,semons,45.434151956522,5.1928527173913
14773,38,38480,38780,Septème,septeme,45.548005289855,4.9805651449275
14774,38,38481,38300,Sérézin-de-la-Tour,serezin de la tour,45.554555209581,5.3410634131737
14775,38,38483,38510,Sermérieu,sermerieu,45.66721902439,5.4126387804878
14776,38,38484,38200,Serpaize,serpaize,45.557183495935,4.9232651219512
14777,38,38485,38170,Seyssinet-Pariset,seyssinet pariset,45.170768359375,5.65925390625
14778,38,38486,38180,Seyssins,seyssins,45.157661710526,5.6714930263158
14779,38,38487,38200,Seyssuel,seyssuel,45.561844558824,4.8420955882353
14780,38,38488,38460,Siccieu-Saint-Julien-et-Carisieu,siccieu saint julien et carisieu,45.72926203125,5.308488828125
14781,38,38489,38350,Siévoz,sievoz,44.905674587156,5.8461551376147
14782,38,38490,38590,Sillans,sillans,45.344440752688,5.3869509677419
14783,38,38492,38650,Sinard,sinard,44.943937338129,5.6510243884892
14784,38,38494,38460,Soleymieu,soleymieu,45.708553097345,5.358754159292
14785,38,38495,38840,La Sône,la sone,45.116108780488,5.2825597560976
14786,38,38496,38150,Sonnay,sonnay,45.356439142857,4.9186205714286
14787,38,38497,38350,Sousville,sousville,44.908959852941,5.8089080882353
14788,38,38498,38300,Succieu,succieu,45.530821564246,5.3408079329609
14789,38,38499,38350,Susville,susville,44.92341295082,5.7574232786885
14790,38,38500,38470,Têche,teche,45.185748181818,5.3783421212121
14791,38,38501,38570,Tencin,tencin,45.309067631579,5.96764
14792,38,38503,38660,La Terrasse,la terrasse,45.324954444444,5.9195291358025
14793,38,38504,38570,Theys,theys,45.302373413462,6.0047372596154
14794,38,38505,38260,Thodure,thodure,45.305895897436,5.1550183333333
14795,38,38507,38230,Tignieu-Jameyzieu,tignieu jameyzieu,45.727099081633,5.1784553061224
14796,38,38508,38690,Torchefelon,torchefelon,45.52041184466,5.4063021359223
14797,38,38509,38110,La Tour-du-Pin,la tour du pin,45.571940892857,5.4464473214286
14798,38,38511,38660,Le Touvet,le touvet,45.354663125,5.9470042708333
14799,38,38512,38300,Tramolé,tramole,45.515588156028,5.2700373049645
14800,38,38513,38650,Treffort,treffort,44.902605819672,5.6653096721311
14801,38,38514,38710,Tréminis,treminis,44.731821648352,5.768932032967
14802,38,38515,38460,Trept,trept,45.696180348837,5.3219867441861
14803,38,38516,38700,La Tronche,la tronche,45.212332528736,5.7448108045977
14804,38,38517,38210,Tullins,tullins,45.29833,5.485644795082
14805,38,38518,38740,Valbonnais,valbonnais,44.89553877551,5.9138099319728
14806,38,38519,38540,Valencin,valencin,45.607631333333,5.0211544
14807,38,38520,38730,Valencogne,valencogne,45.486352142857,5.5252902380952
14808,38,38521,38350,La Valette,la valette,44.937912075472,5.8555444339623
14809,38,38522,38740,Valjouffrey,valjouffrey,44.880277530364,6.0730891093117
14810,38,38523,38470,Varacieux,varacieux,45.226180125786,5.3495010062893
14811,38,38524,38760,Varces-Allières-et-Risset,varces allieres et risset,45.091860227273,5.6627709659091
14812,38,38525,38890,Vasselin,vasselin,45.627504565217,5.4480463043478
14813,38,38526,38470,Vatilieu,vatilieu,45.25990704918,5.4119030327869
14814,38,38527,38114,Vaujany,vaujany,45.185520743243,6.0952877027027
14815,38,38528,38410,Vaulnaveys-le-Bas,vaulnaveys le bas,45.1011944,5.8208276
14816,38,38529,38410,Vaulnaveys-le-Haut,vaulnaveys le haut,45.114284391892,5.8407056081081
14817,38,38530,38090,Vaulx-Milieu,vaulx milieu,45.614480776699,5.1836593203884
14818,38,38531,38620,Velanne,velanne,45.489757692308,5.6406057692308
14819,38,38532,38460,Vénérieu,venerieu,45.66208440678,5.2797696610169
14820,38,38533,38610,Venon,venon,45.173179574468,5.8137929787234
14821,38,38535,38460,Vernas,vernas,45.776362916667,5.2717666666667
14822,38,38536,38150,Vernioz,vernioz,45.427836532258,4.8953518548387
14823,38,38537,38290,La Verpillière,la verpilliere,45.637653513514,5.1476605405405
14824,38,38538,38420,Le Versoud,le versoud,45.220886705882,5.8588529411765
14825,38,38539,38390,Vertrieu,vertrieu,45.866086593407,5.3730185714286
14826,38,38540,38113,Veurey-Voroize,veurey voroize,45.263226764706,5.59314125
14827,38,38542,38460,Veyssilieu,veyssilieu,45.6847809375,5.232259375
14828,38,38543,38510,Vézeronce-Curtin,vezeronce curtin,45.657235673077,5.4651211538462
14829,38,38544,38200,Vienne,vienne,45.520467066667,4.8824175555556
14830,38,38545,38450,Vif,vif,45.04187257485,5.6669575449102
14831,38,38546,38890,Vignieu,vignieu,45.630171298701,5.4243725974026
14832,38,38547,38190,Villard-Bonnot,villard bonnot,45.241237684211,5.8879333684211
14833,38,38548,38250,Villard-de-Lans,villard de lans,45.054847711864,5.525858220339
14834,38,38549,38520,Villard-Notre-Dame,villard notre dame,45.014484857143,6.0347705714286
14835,38,38550,38114,Villard-Reculas,villard reculas,45.090410655738,6.0385936065574
14836,38,38551,38520,Villard-Reymond,villard reymond,45.03083553719,6.0038342975207
14837,38,38552,38119,Villard-Saint-Christophe,villard saint christophe,44.986902760736,5.8177444785276
14838,38,38553,38090,Villefontaine,villefontaine,45.612342679739,5.1628489542484
14839,38,38554,38460,Villemoirieu,villemoirieu,45.712629761905,5.2489336904762
14840,38,38555,38440,Villeneuve-de-Marc,villeneuve de marc,45.456295291262,5.1199018932039
14841,38,38556,38150,Ville-sous-Anjou,ville sous anjou,45.371295625,4.8707892857143
14842,38,38557,38280,Villette-d'Anthon,villette d anthon,45.787962242991,5.1127506542056
14843,38,38558,38200,Villette-de-Vienne,villette de vienne,45.589460857143,4.9097888571429
14844,38,38559,38470,Vinay,vinay,45.217408907104,5.4073599453552
14845,38,38560,38730,Virieu,virieu,45.466622804878,5.4820873170732
14846,38,38561,38980,Viriville,viriville,45.303541025641,5.2109258974359
14847,38,38562,38220,Vizille,vizille,45.075191846154,5.7740052307692
14848,38,38563,38500,Voiron,voiron,45.374815092593,5.5843537037037
14849,38,38564,38620,Voissant,voissant,45.481553555556,5.7021928888889
14850,38,38565,38340,Voreppe,voreppe,45.295468911565,5.6501759183674
14851,38,38566,38210,Vourey,vourey,45.317492300885,5.5240721238938
14852,38,38567,38410,Chamrousse,chamrousse,45.111429385965,5.8853824561404
