,,,,-HAUTE-MARNE,,,
19579,52,52438,52500,Rougeux,rougeux,47.812979202899,5.5754337681159
19580,52,52439,52160,Rouvres-sur-Aube,rouvres sur aube,47.856433063063,4.9914845045045
19581,52,52440,52300,Rouvroy-sur-Marne,rouvroy sur marne,48.358937142857,5.1199828571429
19582,52,52442,52300,Rupt,rupt,48.420042738095,5.1283725
19583,52,52443,52230,Sailly,sailly,48.435231595745,5.2644558510638
19584,52,52444,52700,Saint-Blin,saint blin,48.24942916129,5.4173096129032
19585,52,52445,52190,Saint-Broingt-le-Bois,saint broingt le bois,47.727900168067,5.4204869747899
19586,52,52446,52190,Saint-Broingt-les-Fosses,saint broingt les fosses,47.713860416667,5.2693647916667
19587,52,52447,52200,Saint-Ciergues,saint ciergues,47.881714174312,5.2624089908257
19588,52,52448,52100,Saint-Dizier,saint dizier,48.640990107143,4.9484081071429
19589,52,52449,52200,Saints-Geosmes,saints geosmes,47.824303198198,5.3439428378378
19590,52,52450,52210,Saint-Loup-sur-Aujon,saint loup sur aujon,47.878714906832,5.0806230434783
19591,52,52452,52200,Saint-Martin-lès-Langres,saint martin les langres,47.893323563218,5.2688366666667
19592,52,52453,52200,Saint-Maurice,saint maurice,47.851152621359,5.4112746601942
19593,52,52455,52150,Saint-Thiébault,saint thiebault,48.201535151515,5.5773651515152
19594,52,52456,52300,Saint-Urbain-Maconcourt,saint urbain maconcourt,48.389635272727,5.2044553181818
19595,52,52457,52200,Saint-Vallier-sur-Marne,saint vallier sur marne,47.83617973913,5.3997663478261
19596,52,52459,52800,Sarcey,sarcey,48.05781776,5.29546672
19597,52,52461,52140,Sarrey,sarrey,48.001118878505,5.4272117757009
19598,52,52463,52230,Saudron,saudron,48.492080490196,5.3243481372549
19599,52,52464,52500,Saulles,saulles,47.708071481481,5.5272960493827
19600,52,52465,52140,Saulxures,saulxures,47.95410020202,5.5852482828283
19601,52,52467,52500,Savigny,savigny,47.720795934066,5.6435913186813
19602,52,52468,52700,Semilly,semilly,48.249083595506,5.4655670786517
19603,52,52469,52000,Semoutiers-Montsaon,semoutiers montsaon,48.061777763158,5.0529444078947
19604,52,52470,52400,Serqueux,serqueux,47.989055107296,5.729407639485
19605,52,52472,52330,Sexfontaines,sexfontaines,48.208709270833,5.033149375
19606,52,52473,52700,Signéville,signeville,48.266967349398,5.2744669879518
19607,52,52474,52120,Silvarouvres,silvarouvres,48.058084571429,4.7905342857143
19608,52,52475,52130,Sommancourt,sommancourt,48.50269546875,5.03827375
19609,52,52476,52150,Sommerécourt,sommerecourt,48.222846315789,5.6531935789474
19610,52,52479,52220,Sommevoire,sommevoire,48.416323490566,4.8318723584906
19611,52,52480,52320,Soncourt-sur-Marne,soncourt sur marne,48.248230616438,5.0869874657534
19612,52,52482,52150,Soulaucourt-sur-Mouzon,soulaucourt sur mouzon,48.195835322581,5.6944432258064
19613,52,52483,52400,Soyers,soyers,47.864271100917,5.6902386238532
19614,52,52484,52300,Suzannecourt,suzannecourt,48.443176756757,5.1834890540541
19615,52,52486,52210,Ternat,ternat,47.912803265306,5.1273497959184
19616,52,52487,52220,Thilleux,thilleux,48.434091515152,4.7913704545454
19617,52,52488,52800,Thivet,thivet,47.985638728814,5.2946220338983
19618,52,52489,52240,Thol-lès-Millières,thol les millieres,48.148815846154,5.4788329230769
19619,52,52490,52300,Thonnance-lès-Joinville,thonnance les joinville,48.460892478632,5.1818358974359
19620,52,52491,52230,Thonnance-les-Moulins,thonnance les moulins,48.42735241206,5.3236831155779
19621,52,52492,52600,Torcenay,torcenay,47.810226557377,5.4673315573771
19622,52,52493,52500,Tornay,tornay,47.693696442308,5.5963200961538
19623,52,52494,52000,Treix,treix,48.144392195122,5.2048524390244
19624,52,52495,52110,Trémilly,tremilly,48.380537108434,4.7779657831325
19625,52,52497,52130,Troisfontaines-la-Ville,troisfontaines la ville,48.53070584,5.03248392
19626,52,52499,52160,Vaillant,vaillant,47.713790379747,5.1534348101266
19627,52,52500,52100,Valcourt,valcourt,48.611705769231,4.9136121153846
19628,52,52502,52130,Valleret,valleret,48.488533461538,5.0091448076923
19629,52,52503,52500,Valleroy,valleroy,47.697214225352,5.6601798591549
19630,52,52504,52400,Varennes-sur-Amance,varennes sur amance,47.895860704225,5.614196056338
19631,52,52505,52150,Vaudrecourt,vaudrecourt,48.207331,5.6496275
19632,52,52506,52330,Vaudrémont,vaudremont,48.129493647059,4.9064025882353
19633,52,52507,52200,Vauxbons,vauxbons,47.881052376238,5.1395701980198
19634,52,52510,52130,Vaux-sur-Blaise,vaux sur blaise,48.468605,4.9599980612245
19635,52,52511,52300,Vaux-sur-Saint-Urbain,vaux sur saint urbain,48.37102877551,5.2052216326531
19636,52,52512,52300,Vecqueville,vecqueville,48.461576363636,5.136944025974
19637,52,52513,52500,Velles,velles,47.833428080808,5.7245276767677
19638,52,52514,52000,Verbiesles,verbiesles,48.07598,5.1918936129032
19639,52,52515,52250,Verseilles-le-Bas,verseilles le bas,47.761050272727,5.2865298181818
19640,52,52516,52250,Verseilles-le-Haut,verseilles le haut,47.768118990826,5.2914994495413
19641,52,52517,52700,Vesaignes-sous-Lafauche,vesaignes sous lafauche,48.287248627451,5.4419257843137
19642,52,52518,52800,Vesaignes-sur-Marne,vesaignes sur marne,47.999843490566,5.2616874528302
19643,52,52519,52190,Vesvres-sous-Chalancey,vesvres sous chalancey,47.693790810811,5.1643409459459
19644,52,52520,52400,Vicq,vicq,47.92481013986,5.608381048951
19645,52,52522,52310,Viéville,vieville,48.239234758065,5.1552014516129
19646,52,52523,52700,Vignes-la-Côte,vignes la cote,48.269766986301,5.3101636986301
19647,52,52524,52320,Vignory,vignory,48.274824203822,5.090278089172
19648,52,52525,52120,Villars-en-Azois,villars en azois,48.072496145833,4.7071705208333
19649,52,52526,52160,Villars-Santenoge,villars santenoge,47.74900416185,4.9896472254335
19650,52,52528,52130,Ville-en-Blaisois,ville en blaisois,48.44427989011,4.9359191208791
19651,52,52529,52190,Villegusien-le-Lac,villegusien le lac,47.736234,5.320787
19652,52,52529,52600,Villegusien-le-Lac,villegusien le lac,47.736234,5.320787
19653,52,52534,52100,Villiers-en-Lieu,villiers en lieu,48.666123913043,4.9002885869565
19654,52,52535,52000,Villiers-le-Sec,villiers le sec,48.104405483871,5.0746093548387
19655,52,52536,52190,Villiers-lès-Aprey,villiers les aprey,47.753134566929,5.2245508661417
19656,52,52538,52210,Villiers-sur-Suize,villiers sur suize,47.97731326087,5.192932826087
19657,52,52539,52600,Violot,violot,47.758918795181,5.4446255421687
19658,52,52540,52160,Vitry-en-Montagne,vitry en montagne,47.823884831461,5.0965178651685
19659,52,52541,52800,Vitry-lès-Nogent,vitry les nogent,47.989811521739,5.3449642391304
19660,52,52542,52160,Vivey,vivey,47.736841489362,5.0659824468085
19661,52,52543,52130,Voillecomte,voillecomte,48.503484048338,4.8595739577039
19662,52,52544,52400,Voisey,voisey,47.871918146718,5.7790734362934
19663,52,52545,52200,Voisines,voisines,47.855643526012,5.181703583815
19664,52,52546,52500,Voncourt,voncourt,47.716879358974,5.6735293589744
19665,52,52547,52320,Vouécourt,vouecourt,48.264187394958,5.155281092437
19666,52,52548,52310,Vraincourt,vraincourt,48.229484144144,5.1224493693694
19667,52,52549,52240,Vroncourt-la-Côte,vroncourt la cote,48.147752592593,5.5159851851852
19668,52,52550,52130,Wassy,wassy,48.499565963855,4.9194757228916
