id,department_code,insee_code,zip_code,-AUBE,slug,gps_lat,gps_lng
3541,10,10354,10700,Saint-Nabord-sur-Aube,saint nabord sur aube,48.51841474359,4.2101319230769
3542,10,10355,10400,Saint-Nicolas-la-Chapelle,saint nicolas la chapelle,48.519370521739,3.4804440869565
3543,10,10356,10170,Saint-Oulph,saint oulph,48.519282212389,3.8610823893805
3544,10,10357,10410,Saint-Parres-aux-Tertres,saint parres aux tertres,48.290549007634,4.1252985496183
3545,10,10358,10260,Saint-Parres-lès-Vaudes,saint parres les vaudes,48.174305394737,4.2209852631579
3546,10,10359,10130,Saint-Phal,saint phal,48.113404609375,3.9952637890625
3547,10,10360,10120,Saint-Pouange,saint pouange,48.228869090909,4.0459727272727
3548,10,10361,10700,Saint-Remy-sous-Barbuise,saint remy sous barbuise,48.47920675,4.1340535
3549,10,10362,10300,Sainte-Savine,sainte savine,48.296013265306,4.0333514285714
3550,10,10363,10800,Saint-Thibault,saint thibault,48.203411866667,4.1492665333333
3551,10,10364,10360,Saint-Usage,saint usage,48.097106803279,4.6402759016393
3552,10,10365,10700,Salon,salon,48.639636705882,4.0157734117647
3553,10,10366,10200,Saulcy,saulcy,48.27632024,4.8334288
3554,10,10367,10400,La Saulsotte,la saulsotte,48.537742672414,3.5106885344828
3555,10,10368,10600,Savières,savieres,48.415241654676,3.9454337410072
3556,10,10369,10700,Semoine,semoine,48.672587066667,4.0791836
3557,10,10370,10400,Soligny-les-Étangs,soligny les etangs,48.404812439024,3.5093280487805
3558,10,10371,10320,Sommeval,sommeval,48.159248666667,3.9559958888889
3559,10,10372,10200,Soulaines-Dhuys,soulaines dhuys,48.380479695431,4.7072917766497
3560,10,10373,10320,Souligny,souligny,48.20255375,3.9785540277778
3561,10,10374,10200,Spoy,spoy,48.226765,4.6164508333333
3562,10,10375,10410,Thennelières,thennelieres,48.288803863636,4.1878136363636
3563,10,10376,10140,Thieffrain,thieffrain,48.197922244898,4.4371518367347
3564,10,10377,10200,Thil,thil,48.342514342105,4.7921271710526
3565,10,10378,10200,Thors,thors,48.305979027778,4.8088677777778
3566,10,10379,10700,Torcy-le-Grand,torcy le grand,48.528984210526,4.1683469736842
3567,10,10380,10700,Torcy-le-Petit,torcy le petit,48.529931827957,4.1933006451613
3568,10,10381,10440,Torvilliers,torvilliers,48.276508955224,3.9659089552239
3569,10,10382,10400,Traînel,trainel,48.411332477876,3.4461966371681
3570,10,10383,10290,Trancault,trancault,48.37217311828,3.5333777419355
3571,10,10384,10140,Trannes,trannes,48.305690491803,4.6021126229508
3572,10,10386,10700,Trouans,trouans,48.639082909091,4.2499762424242
3573,10,10387,10000,Troyes,troyes,48.297910254777,4.0804805095541
3574,10,10388,10210,Turgy,turgy,48.025880776699,4.0518169902913
3575,10,10389,10140,Unienville,unienville,48.316655855856,4.5477587387387
3576,10,10390,10200,Urville,urville,48.170861122449,4.6681494897959
3577,10,10391,10150,Vailly,vailly,48.367932033898,4.1193045762712
3578,10,10392,10170,Vallant-Saint-Georges,vallant saint georges,48.463621448276,3.9024226206897
3579,10,10393,10500,Vallentigny,vallentigny,48.443442680851,4.6120779574468
3580,10,10394,10210,Vallières,vallieres,48.001970992908,4.064789787234
3581,10,10395,10210,Vanlay,vanlay,48.022825514019,4.0210024299065
3582,10,10396,10190,Vauchassis,vauchassis,48.211490540541,3.9190011486487
3583,10,10397,10140,Vauchonvilliers,vauchonvilliers,48.268131923077,4.5328184615385
3584,10,10398,10240,Vaucogne,vaucogne,48.532034337349,4.3421795180723
3585,10,10399,10260,Vaudes,vaudes,48.178902142857,4.1858996428571
3586,10,10400,10700,Vaupoisson,vaupoisson,48.512825333333,4.2252514444445
3587,10,10401,10140,Vendeuvre-sur-Barse,vendeuvre sur barse,48.244209647059,4.4596693333333
3588,10,10402,10800,La Vendue-Mignot,la vendue mignot,48.152684842105,4.103078
3589,10,10403,10200,Vernonvilliers,vernonvilliers,48.311565921053,4.6803597368421
3590,10,10404,10360,Verpillières-sur-Ource,verpillieres sur ource,48.042521558442,4.5877853896104
3591,10,10405,10240,Verricourt,verricourt,48.452412909091,4.3358129090909
3592,10,10406,10390,Verrières,verrieres,48.230846117647,4.1507647647059
3593,10,10408,10380,Viâpres-le-Petit,viapres le petit,48.57268721519,4.0480120253165
3594,10,10409,10600,Villacerf,villacerf,48.406587078652,3.9915264044944
3595,10,10410,10290,Villadin,villadin,48.311796307692,3.6925753846154
3596,10,10411,10500,La Ville-aux-Bois,la ville aux bois,48.405375344828,4.6830510344828
3597,10,10412,10410,Villechétif,villechetif,48.314607213115,4.1525383606557
3598,10,10414,10350,Villeloup,villeloup,48.353054186047,3.8709853488372
3599,10,10416,10800,Villemereuil,villemereuil,48.200748953488,4.0820998837209
3600,10,10417,10160,Villemoiron-en-Othe,villemoiron en othe,48.197242164948,3.7961329896907
3601,10,10418,10110,Villemorien,villemorien,48.080916783217,4.2931503496504
3602,10,10419,10260,Villemoyenne,villemoyenne,48.186642764228,4.2419155284553
3603,10,10420,10370,Villenauxe-la-Grande,villenauxe la grande,48.600875842697,3.5550915730337
3604,10,10421,10400,La Villeneuve-au-Châtelot,la villeneuve au chatelot,48.543948571429,3.6070214285714
3605,10,10422,10130,Villeneuve-au-Chemin,villeneuve au chemin,48.089477962963,3.8393055555556
3606,10,10423,10140,La Villeneuve-au-Chêne,la villeneuve au chene,48.246152522936,4.3922552752294
3607,10,10424,10330,Villeret,villeret,48.477786060606,4.5884884848485
3608,10,10425,10320,Villery,villery,48.173454772727,4.0129468181818
3609,10,10426,10310,Ville-sous-la-Ferté,ville sous la ferte,48.144529111111,4.780848
3610,10,10427,10110,Ville-sur-Arce,ville sur arce,48.108988584071,4.4486003539823
3611,10,10428,10200,Ville-sur-Terre,ville sur terre,48.335257658228,4.7334887341772
3612,10,10429,10700,Villette-sur-Aube,villette sur aube,48.535842625,4.102516625
3613,10,10430,10700,Villiers-Herbisse,villiers herbisse,48.643384852941,4.1200927941177
3614,10,10431,10210,Villiers-le-Bois,villiers le bois,47.95736627907,4.1910040697674
3615,10,10432,10210,Villiers-sous-Praslin,villiers sous praslin,48.062894251969,4.2503207086614
3616,10,10433,10140,Villy-en-Trodes,villy en trodes,48.202454491018,4.3922008982036
3617,10,10434,10800,Villy-le-Bois,villy le bois,48.168254827586,4.0888334482759
3618,10,10435,10800,Villy-le-Maréchal,villy le marechal,48.190156071429,4.07512375
3619,10,10436,10700,Vinets,vinets,48.538437215909,4.2290705681818
3620,10,10437,10260,Virey-sous-Bar,virey sous bar,48.133732244898,4.3114502040816
3621,10,10438,10110,Vitry-le-Croisé,vitry le croise,48.143989591837,4.5757341836735
3622,10,10439,10110,Viviers-sur-Artaut,viviers sur artaut,48.098923684211,4.4977031578947
3623,10,10440,10200,Voigny,voigny,48.237077346939,4.7659717346939
3624,10,10441,10130,Vosnon,vosnon,48.110937325581,3.8355647674419
3625,10,10442,10150,Voué,voue,48.460927234043,4.1278631914894
3626,10,10443,10210,Vougrey,vougrey,48.088389482759,4.2345082758621
3627,10,10444,10160,Vulaines,vulaines,48.237550833333,3.6230065277778
3628,10,10445,10500,Yèvres-le-Petit,yevres le petit,48.479321917808,4.4917289041096
