,,,,-PAS-DE-CALAIS,,,
24420,62,62365,62770,Galametz,galametz,50.32790220339,2.1285161016949
24421,62,62366,62150,Gauchin-Légal,gauchin legal,50.407005,2.5751242
24422,62,62367,62130,Gauchin-Verloingt,gauchin verloingt,50.390840357143,2.3160758333333
24423,62,62368,62760,Gaudiempré,gaudiempre,50.174446237624,2.5291883168317
24424,62,62369,62580,Gavrelle,gavrelle,50.325962698413,2.8831917460318
24425,62,62370,62390,Gennes-Ivergny,gennes ivergny,50.268563469388,2.0547881632653
24426,62,62371,62580,Givenchy-en-Gohelle,givenchy en gohelle,50.392163055556,2.7791975
24427,62,62372,62810,Givenchy-le-Noble,givenchy le noble,50.299528285714,2.492868
24428,62,62373,62149,Givenchy-lès-la-Bassée,givenchy les la bassee,50.534014827586,2.76315
24429,62,62374,62121,Gomiécourt,gomiecourt,50.148495833333,2.7991044444444
24430,62,62375,62111,Gommecourt,gommecourt,50.137600784314,2.651738627451
24431,62,62376,62920,Gonnehem,gonnehem,50.564153035714,2.5663742261905
24432,62,62377,62199,Gosnay,gosnay,50.509148627451,2.5863815686274
24433,62,62378,62123,Gouves,gouves,50.298001698113,2.6418079245283
24434,62,62379,62123,Gouy-en-Artois,gouy en artois,50.23956247191,2.5867212359551
24435,62,62380,62530,Gouy-Servins,gouy servins,50.40085,2.6577281818182
24436,62,62381,62127,Gouy-en-Ternois,gouy en ternois,50.32092627451,2.4090662745098
24437,62,62382,62870,Gouy-Saint-André,gouy saint andre,50.376428016529,1.9131758677686
24438,62,62383,62112,Gouy-sous-Bellonne,gouy sous bellonne,50.313587745098,3.0580639215686
24439,62,62384,62147,Graincourt-lès-Havrincourt,graincourt les havrincourt,50.143556,3.10079264
24440,62,62385,62810,Grand-Rullecourt,grand rullecourt,50.254732125,2.472596625
24441,62,62386,62160,Grenay,grenay,50.451974615385,2.7438251923077
24442,62,62387,62450,Grévillers,grevillers,50.100427792208,2.7997112987013
24443,62,62388,62140,Grigny,grigny,50.385548269231,2.0583994230769
24444,62,62389,62760,Grincourt-lès-Pas,grincourt les pas,50.175584814815,2.488197037037
24445,62,62390,62600,Groffliers,groffliers,50.385307716535,1.6073492913386
24446,62,62391,62330,Guarbecque,guarbecque,50.611034224138,2.4928921551724
24447,62,62392,62128,Guémappe,guemappe,50.250818363636,2.8935143636364
24448,62,62393,62370,Guemps,guemps,50.925656666667,1.9921997435897
24449,62,62395,62140,Guigny,guigny,50.327986268657,1.9956514925373
24450,62,62396,62130,Guinecourt,guinecourt,50.349465,2.22950275
24451,62,62397,62340,Guînes,guines,50.853699926471,1.8744988235294
24452,62,62398,62140,Guisy,guisy,50.388015846154,2.0049170769231
24453,62,62399,62123,Habarcq,habarcq,50.312352261905,2.6068901190476
24454,62,62400,62940,Haillicourt,haillicourt,50.475094782609,2.5781862318841
24455,62,62401,62138,Haisnes,haisnes,50.503024383562,2.7949408219178
24456,62,62402,62830,Halinghen,halinghen,50.606426263736,1.6838573626374
24457,62,62403,62570,Hallines,hallines,50.7032875,2.2055415384615
24458,62,62404,62760,Halloy,halloy,50.157805490196,2.4207647058824
24459,62,62405,62118,Hamblain-les-Prés,hamblain les pres,50.289353538462,2.9555552307692
24460,62,62406,62121,Hamelincourt,hamelincourt,50.184232894737,2.7994611842105
24461,62,62407,62190,Ham-en-Artois,ham en artois,50.591016491228,2.4553566666667
24462,62,62408,62340,Hames-Boucres,hames boucres,50.888030990099,1.8533586138614
24463,62,62409,62111,Hannescamps,hannescamps,50.162442156863,2.6435782352941
24464,62,62410,62124,Haplincourt,haplincourt,50.092565757576,2.9406892424242
24465,62,62411,62390,Haravesnes,haravesnes,50.284728269231,2.1268430769231
24466,62,62412,62132,Hardinghen,hardinghen,50.798151652174,1.8247346956522
24467,62,62413,62440,Harnes,harnes,50.45061,2.9042867532468
24468,62,62414,62156,Haucourt,haucourt,50.238832463768,2.9682382608696
24469,62,62415,62144,Haute-Avesnes,haute avesnes,50.329677755102,2.6371481632653
24470,62,62416,62130,Hautecloque,hautecloque,50.33358212766,2.3143934042553
24471,62,62418,62810,Hauteville,hauteville,50.271201034483,2.5680301724138
24472,62,62419,62850,Haut-Loquin,haut loquin,50.737823797468,1.9662235443038
24473,62,62421,62147,Havrincourt,havrincourt,50.10034826087,3.074417826087
24474,62,62422,62111,Hébuterne,hebuterne,50.116978541667,2.6475061458333
24475,62,62423,62570,Helfaut,helfaut,50.691797333333,2.2486428571429
24476,62,62424,62182,Hendecourt-lès-Cagnicourt,hendecourt les cagnicourt,50.216705230769,2.9480887692308
24477,62,62425,62175,Hendecourt-lès-Ransart,hendecourt les ransart,50.209019387755,2.7301628571429
24478,62,62426,62128,Héninel,heninel,50.235902363636,2.8698178181818
24479,62,62427,62110,Hénin-Beaumont,henin beaumont,50.419624375,2.9573833333333
24480,62,62428,62128,Hénin-sur-Cojeul,henin sur cojeul,50.219121904762,2.8397001587302
24481,62,62429,62142,Henneveux,henneveux,50.725944453125,1.84920734375
24482,62,62430,62760,Hénu,henu,50.157130625,2.5330171875
24483,62,62432,62850,Herbinghen,herbinghen,50.763070555556,1.8967185555556
24484,62,62433,62130,Héricourt,hericourt,50.336087368421,2.2490618421053
24485,62,62434,62158,La Herlière,la herliere,50.20246875,2.5576575
24486,62,62435,62130,Herlincourt,herlincourt,50.34359754717,2.2916735849057
24487,62,62436,62130,Herlin-le-Sec,herlin le sec,50.355414444444,2.332532
24488,62,62437,62650,Herly,herly,50.543272248062,1.9877365891473
24489,62,62438,62690,Hermaville,hermaville,50.326014571429,2.5893024285714
24490,62,62439,62132,Hermelinghen,hermelinghen,50.804538095238,1.8604371428571
24491,62,62440,62147,Hermies,hermies,50.107257154472,3.0362076422764
24492,62,62441,62150,Hermin,hermin,50.41477,2.5521558695652
24493,62,62442,62130,Hernicourt,hernicourt,50.413931304348,2.3029636645963
24494,62,62443,62530,Hersin-Coupigny,hersin coupigny,50.446962368421,2.6434129824561
24495,62,62444,62179,Hervelinghen,hervelinghen,50.881924528302,1.7184073584906
24496,62,62445,62196,Hesdigneul-lès-Béthune,hesdigneul les bethune,50.496895405405,2.5969110810811
24497,62,62446,62360,Hesdigneul-lès-Boulogne,hesdigneul les boulogne,50.655295368421,1.6769216842105
24498,62,62447,62140,Hesdin,hesdin,50.372725813953,2.037243255814
24499,62,62448,62360,Hesdin-l'Abbé,hesdin l abbe,50.667369732143,1.6889050892857
24500,62,62449,62990,Hesmond,hesmond,50.465412251656,1.945411986755
24501,62,62450,62550,Hestrus,hestrus,50.448676138614,2.3266859405941
24502,62,62451,62134,Heuchin,heuchin,50.48126375,2.2718425961538
24503,62,62452,62575,Heuringhem,heuringhem,50.693001030928,2.2974612371134
24504,62,62453,62310,Hézecques,hezecques,50.533155694444,2.1857933333333
24505,62,62454,62232,Hinges,hinges,50.569127195122,2.6254825609756
24506,62,62455,62850,Hocquinghen,hocquinghen,50.764872916667,1.9366919444444
24507,62,62456,62620,Houchin,houchin,50.4799335,2.622218625
24508,62,62457,62150,Houdain,houdain,50.454814561404,2.5360978070175
24509,62,62458,62910,Houlle,houlle,50.798642380952,2.1701198095238
24510,62,62459,62270,Houvin-Houvigneul,houvin houvigneul,50.29831234375,2.38074890625
24511,62,62460,62630,Hubersent,hubersent,50.581479803922,1.7449455882353
24512,62,62461,62140,Huby-Saint-Leu,huby saint leu,50.395008769231,2.0185629230769
24513,62,62462,62130,Huclier,huclier,50.437881136364,2.3560395454545
24514,62,62463,62650,Hucqueliers,hucqueliers,50.567523170732,1.9142303658537
24515,62,62464,62410,Hulluch,hulluch,50.487454933333,2.8134128
24516,62,62465,62158,Humbercamps,humbercamps,50.1880924,2.5783892
24517,62,62466,62650,Humbert,humbert,50.500643483146,1.9112833707865
24518,62,62467,62130,Humerœuille,humeroeuille,50.410310517241,2.2086670689655
24519,62,62468,62130,Humières,humieres,50.384645441176,2.2057891176471
24520,62,62469,62860,Inchy-en-Artois,inchy en artois,50.174912359551,3.0421937078652
24521,62,62470,62770,Incourt,incourt,50.387572162162,2.1498421621622
24522,62,62471,62129,Bellinghem,bellinghem,50.662583932584,2.2342114606742
24523,62,62472,62170,Inxent,inxent,50.534844526316,1.7863888421053
24524,62,62473,62330,Isbergues,isbergues,50.620386690141,2.4593028873239
24525,62,62474,62360,Isques,isques,50.67957984127,1.6498852380952
24526,62,62475,62810,Ivergny,ivergny,50.23753,2.3790084810127
24527,62,62476,62490,Izel-lès-Équerchin,izel les equerchin,50.363678297872,2.9439487234043
24528,62,62477,62690,Izel-lès-Hameau,izel les hameau,50.314489,2.53170275
24529,62,62478,62850,Journy,journy,50.7538128,2.0016848
24530,62,62479,62122,Labeuvrière,labeuvriere,50.520552574257,2.5672524752475
24531,62,62480,62113,Labourse,labourse,50.491372285714,2.6827005714286
24532,62,62481,62140,Labroye,labroye,50.290132574257,1.9798968316832
24533,62,62483,62830,Lacres,lacres,50.604392987013,1.7637036363636
24534,62,62484,62159,Lagnicourt-Marcel,lagnicourt marcel,50.155271698113,2.9590061320755
24535,62,62485,62960,Laires,laires,50.541813068182,2.2571672727273
24536,62,62486,62120,Lambres,lambres,50.616599589041,2.4004994520548
24537,62,62487,62250,Landrethun-le-Nord,landrethun le nord,50.850622264151,1.781368490566
24538,62,62488,62610,Landrethun-lès-Ardres,landrethun les ardres,50.813683783784,1.9674976576577
24539,62,62489,62122,Lapugnoy,lapugnoy,50.52169496,2.53485176
24540,62,62490,62810,Lattre-Saint-Quentin,lattre saint quentin,50.297035700935,2.5695625233645
24541,62,62491,62840,Laventie,laventie,50.616953896104,2.7801992207792
24542,62,62492,62990,Lebiez,lebiez,50.456597846154,1.9771433076923
24543,62,62493,62124,Lebucquière,lebucquiere,50.10830220339,2.9556005084746
24544,62,62494,62124,Léchelle,lechelle,50.054971803279,2.9774762295082
24545,62,62495,62380,Ledinghem,ledinghem,50.645506022727,1.9748419318182
24546,62,62496,62630,Lefaux,lefaux,50.549418461538,1.6537270512821
24547,62,62497,62790,Leforest,leforest,50.438924622641,3.0570321698113
24548,62,62498,62300,Lens,lens,50.4343704,2.8218099
24549,62,62499,62170,Lépine,lepine,50.385218834951,1.7238009708738
24550,62,62500,62190,Lespesses,lespesses,50.554641954023,2.4238572413793
24551,62,62501,62990,Lespinoy,lespinoy,50.428779215686,1.8668045098039
24552,62,62502,62136,Lestrem,lestrem,50.61384028169,2.6857440140845
24553,62,62503,62250,Leubringhen,leubringhen,50.85237515625,1.7271878125
24554,62,62504,62500,Leulinghem,leulinghem,50.734293243243,2.16793
24555,62,62505,62250,Leulinghen-Bernes,leulinghen bernes,50.835073515625,1.71317265625
24556,62,62506,62850,Licques,licques,50.794255751634,1.9355160130719
24557,62,62507,62810,Liencourt,liencourt,50.273643333333,2.4457384615385
24558,62,62508,62190,Lières,lieres,50.548383466667,2.4113941333333
24559,62,62509,62145,Liettres,liettres,50.596679666667,2.341101
24560,62,62510,62800,Liévin,lievin,50.421240780142,2.772274964539
24561,62,62511,62810,Lignereuil,lignereuil,50.290712682927,2.4716468292683
24562,62,62512,62960,Ligny-lès-Aire,ligny les aire,50.56115744186,2.3367020930233
24563,62,62513,62270,Ligny-sur-Canche,ligny sur canche,50.2846042,2.2621483
24564,62,62514,62127,Ligny-Saint-Flochel,ligny saint flochel,50.359675454545,2.4228272727273
24565,62,62515,62450,Ligny-Thilloy,ligny thilloy,50.0794754,2.8258188
24566,62,62516,62190,Lillers,lillers,50.563303939394,2.4745637878788
24567,62,62517,62120,Linghem,linghem,50.592817142857,2.3737796428571
24568,62,62518,62270,Linzeux,linzeux,50.344042352941,2.2015701960784
24569,62,62519,62134,Lisbourg,lisbourg,50.508358617886,2.2252612195122
24570,62,62520,62400,Locon,locon,50.56786654321,2.6707981481482
24571,62,62521,62140,La Loge,la loge,50.407746176471,2.0330588235294
24572,62,62522,62990,Loison-sur-Créquoise,loison sur crequoise,50.444083265306,1.9177710204082
24573,62,62523,62218,Loison-sous-Lens,loison sous lens,50.44126125,2.864517
24574,62,62524,62240,Longfossé,longfosse,50.656348920863,1.8065843165468
24575,62,62525,62219,Longuenesse,longuenesse,50.736848195489,2.248092556391
24576,62,62526,62142,Longueville,longueville,50.727075977011,1.8778908045977
24577,62,62527,62630,Longvilliers,longvilliers,50.533469051724,1.7411387068966
24578,62,62528,62750,Loos-en-Gohelle,loos en gohelle,50.452618461538,2.7821870512821
24579,62,62529,62840,Lorgies,lorgies,50.561894347826,2.8072697826087
24580,62,62530,62240,Lottinghen,lottinghen,50.679109235669,1.9351556687898
24581,62,62531,62610,Louches,louches,50.831524195402,1.9908676436782
24582,62,62532,62540,Lozinghem,lozinghem,50.518036341463,2.4952778048781
24583,62,62533,62310,Lugy,lugy,50.5212252,2.1695456
24584,62,62534,62380,Lumbres,lumbres,50.707178345324,2.1186132374101
24585,62,62535,62170,La Madelaine-sous-Montreuil,la madelaine sous montreuil,50.467799466667,1.7472125333333
24586,62,62536,62127,Magnicourt-en-Comte,magnicourt en comte,50.405025978261,2.4813854347826
24587,62,62537,62270,Magnicourt-sur-Canche,magnicourt sur canche,50.299647313433,2.4111213432836
24588,62,62538,62870,Maintenay,maintenay,50.370476842105,1.8139635087719
24589,62,62539,62130,Maisnil,maisnil,50.347064189189,2.3581783783784
24590,62,62540,62620,Maisnil-lès-Ruitz,maisnil les ruitz,50.448601794872,2.5757961538462
24591,62,62541,62310,Maisoncelle,maisoncelle,50.450877142857,2.1488783928571
24592,62,62542,62127,Maizières,maizieres,50.3230946875,2.443553125
24593,62,62543,62120,Mametz,mametz,50.633077142857,2.306472585034
24594,62,62544,62810,Manin,manin,50.296623770492,2.5081340983607
24595,62,62545,62650,Maninghem,maninghem,50.546727037037,1.9428859259259
24596,62,62546,62250,Maninghen-Henne,maninghen henne,50.769633625,1.671996625
24597,62,62547,62170,Marant,marant,50.470588133333,1.8401706666667
24598,62,62548,62730,Marck,marck,50.970037968254,1.9427312380952
24599,62,62549,62140,Marconne,marconne,50.369991764706,2.0382929411765
24600,62,62550,62140,Marconnelle,marconnelle,50.371580704225,2.0065933802817
24601,62,62551,62990,Marenla,marenla,50.4503923,1.8733043
24602,62,62552,62990,Maresquel-Ecquemicourt,maresquel ecquemicourt,50.400541292517,1.937214829932
24603,62,62553,62550,Marest,marest,50.468917125,2.416997125
24604,62,62554,62630,Maresville,maresville,50.524148333333,1.7318036666667
24605,62,62555,62540,Marles-les-Mines,marles les mines,50.501805294118,2.5011726470588
24606,62,62556,62170,Marles-sur-Canche,marles sur canche,50.46441978022,1.8188061538461
24607,62,62557,62161,Marœuil,maroeuil,50.331990285714,2.709540952381
24608,62,62558,62127,Marquay,marquay,50.378311372549,2.4214798039216
24609,62,62559,62860,Marquion,marquion,50.207402211538,3.0923785576923
24610,62,62560,62250,Marquise,marquise,50.814221687764,1.6930212236287
24611,62,62561,62450,Martinpuich,martinpuich,50.0489915,2.77291475
24612,62,62562,62310,Matringhem,matringhem,50.544755164835,2.1654416483517
24613,62,62563,62670,Mazingarbe,mazingarbe,50.468069827586,2.7215477586207
24614,62,62564,62120,Mazinghem,mazinghem,50.603258085106,2.410505
24615,62,62565,62310,Mencas,mencas,50.559911098901,2.1468726373626
24616,62,62566,62240,Menneville,menneville,50.675169357798,1.8633298165138
24617,62,62567,62890,Mentque-Nortbécourt,mentque nortbecourt,50.771767886179,2.0914233333333
24618,62,62568,62217,Mercatel,mercatel,50.233465438597,2.7837859649123
24619,62,62569,62560,Merck-Saint-Liévin,merck saint lievin,50.633012521008,2.1087580672269
24620,62,62570,62680,Méricourt,mericourt,50.402598787879,2.8673162121212
24621,62,62571,62155,Merlimont,merlimont,50.453918169014,1.6248146478873
24622,62,62572,62124,Metz-en-Couture,metz en couture,50.060716375,3.072197875
24623,62,62573,62410,Meurchin,meurchin,50.494017962963,2.8977755555556
24624,62,62574,62690,Mingoval,mingoval,50.374536666667,2.570505
24625,62,62576,62270,Moncheaux-lès-Frévent,moncheaux les frevent,50.315024318182,2.3642361363636
24626,62,62577,62270,Monchel-sur-Canche,monchel sur canche,50.303252978723,2.2169456382979
24627,62,62578,62123,Monchiet,monchiet,50.237939375,2.6241853125
24628,62,62579,62111,Monchy-au-Bois,monchy au bois,50.178504174757,2.658873592233
24629,62,62580,62127,Monchy-Breton,monchy breton,50.399784189189,2.4383574324324
24630,62,62581,62134,Monchy-Cayeux,monchy cayeux,50.436316923077,2.2796196923077
24631,62,62582,62118,Monchy-le-Preux,monchy le preux,50.268451318681,2.9043687912088
24632,62,62583,62760,Mondicourt,mondicourt,50.172217105263,2.467735131579
24633,62,62584,62350,Mont-Bernanchon,mont bernanchon,50.591812212389,2.5924527433628
24634,62,62585,62170,Montcavrel,montcavrel,50.517524313725,1.8117493137255
24635,62,62586,62123,Montenescourt,montenescourt,50.295511410256,2.6299324358974
24636,62,62587,62640,Montigny-en-Gohelle,montigny en gohelle,50.424643928571,2.9298541666667
24637,62,62588,62170,Montreuil,montreuil,50.4638040625,1.77545640625
24638,62,62589,62144,Mont-Saint-Éloi,mont saint eloi,50.350953311258,2.6912082781457
24639,62,62590,62130,Monts-en-Ternois,monts en ternois,50.319168043478,2.3881576086956
24640,62,62591,62124,Morchies,morchies,50.137877727273,2.9563705681818
24641,62,62592,62910,Moringhem,moringhem,50.762309615385,2.1209731730769
24642,62,62593,62450,Morval,morval,50.027549111111,2.8678477777778
24643,62,62594,62159,Mory,mory,50.154594032258,2.8571524193548
24644,62,62595,62910,Moulle,moulle,50.789591149425,2.1735849425287
24645,62,62596,62140,Mouriez,mouriez,50.346740446429,1.95243125
24646,62,62597,62121,Moyenneville,moyenneville,50.180247903226,2.7754622580645
24647,62,62598,62890,Muncq-Nieurlet,muncq nieurlet,50.838856055046,2.1165066055046
24648,62,62599,62142,Nabringhen,nabringhen,50.740592857143,1.8606472619048
24649,62,62600,62550,Nédon,nedon,50.5158964,2.3594573333333
24650,62,62601,62550,Nédonchel,nedonchel,50.526168333333,2.3532460784314
24651,62,62602,62180,Nempont-Saint-Firmin,nempont saint firmin,50.360927066667,1.7433177333333
24652,62,62603,62152,Nesles,nesles,50.622630945946,1.6602441891892
24653,62,62604,62152,Neufchâtel-Hardelot,neufchatel hardelot,50.616636912752,1.625057114094
24654,62,62605,62770,Neulette,neulette,50.382662903226,2.16616
24655,62,62606,62840,Neuve-Chapelle,neuve chapelle,50.587388125,2.780741875
24656,62,62607,62130,Neuville-au-Cornet,neuville au cornet,50.334885238095,2.3681802380952
24657,62,62608,62124,Neuville-Bourjonval,neuville bourjonval,50.066101666667,3.0199225925926
24658,62,62609,62580,Neuville-Saint-Vaast,neuville saint vaast,50.362310495049,2.7549004950495
24659,62,62610,62170,Neuville-sous-Montreuil,neuville sous montreuil,50.478988188976,1.790437480315
24660,62,62611,62217,Neuville-Vitasse,neuville vitasse,50.249740806452,2.8206724193548
24661,62,62612,62580,Neuvireuil,neuvireuil,50.354723461538,2.9161138461539
24662,62,62613,62380,Nielles-lès-Bléquin,nielles les blequin,50.672622374101,2.0264564028777
24663,62,62614,62610,Nielles-lès-Ardres,nielles les ardres,50.85152265625,2.0085209375
24664,62,62615,62185,Nielles-lès-Calais,nielles les calais,50.908158367347,1.8355202040816
24665,62,62616,62390,Nœux-lès-Auxi,noeux les auxi,50.240572916667,2.1787092708333
24666,62,62617,62290,Nœux-les-Mines,noeux les mines,50.476235,2.6631570192308
24667,62,62618,62890,Nordausques,nordausques,50.814031975309,2.0825118518519
24668,62,62619,62128,Noreuil,noreuil,50.168269466667,2.9380981333333
24669,62,62620,62120,Norrent-Fontes,norrent fontes,50.589133425926,2.4127705555556
24670,62,62621,62370,Nortkerque,nortkerque,50.874684303797,2.0383313924051
24671,62,62622,62890,Nort-Leulinghem,nort leulinghem,50.796405263158,2.0878175438597
24672,62,62623,62370,Nouvelle-Église,nouvelle eglise,50.934562763158,2.0451571052632
24673,62,62624,62950,Noyelles-Godault,noyelles godault,50.420164333333,2.9921448333333
24674,62,62625,62770,Noyelles-lès-Humières,noyelles les humieres,50.375703529412,2.1778064705882
24675,62,62626,62980,Noyelles-lès-Vermelles,noyelles les vermelles,50.491331911765,2.7285941176471
24676,62,62627,62490,Noyelles-sous-Bellonne,noyelles sous bellonne,50.30931969697,3.0270946969697
24677,62,62628,62221,Noyelles-sous-Lens,noyelles sous lens,50.428046,2.8809362857143
24678,62,62629,62123,Noyellette,noyellette,50.297648387097,2.5930548387097
24679,62,62630,62810,Noyelle-Vion,noyelle vion,50.292199358974,2.5489101282051
24680,62,62631,62270,Nuncq-Hautecôte,nuncq hautecote,50.306260481928,2.2844289156626
24681,62,62632,62920,Oblinghem,oblinghem,50.552016216216,2.5944335135135
24682,62,62633,62130,Œuf-en-Ternois,oeuf en ternois,50.363373854167,2.2125748958333
24683,62,62634,62370,Offekerque,offekerque,50.936079782609,2.018100326087
24684,62,62635,62990,Offin,offin,50.444890151515,1.9495971212121
24685,62,62636,62250,Offrethun,offrethun,50.785072794118,1.6973680882353
24686,62,62637,62590,Oignies,oignies,50.467020618557,2.9991191752577
24687,62,62638,62860,Oisy-le-Verger,oisy le verger,50.253084965986,3.118767414966
24688,62,62639,62580,Oppy,oppy,50.349209607843,2.8870401960784
24689,62,62640,62760,Orville,orville,50.127294489796,2.4193539455782
24690,62,62641,62130,Ostreville,ostreville,50.394024042553,2.3955887234043
24691,62,62642,62460,Ourton,ourton,50.453633773585,2.4726556603774
24692,62,62643,62230,Outreau,outreau,50.695696666667,1.5928233333333
24693,62,62644,62380,Ouve-Wirquin,ouve wirquin,50.653892739726,2.1458415068493
24694,62,62645,62215,Oye-Plage,oye plage,50.986907874396,2.0482250241546
24695,62,62646,62860,Palluel,palluel,50.262974,3.097812125
24696,62,62647,62770,Le Parcq,le parcq,50.375006428571,2.0820341428571
24697,62,62648,62650,Parenty,parenty,50.591343043478,1.8024372173913
24698,62,62649,62760,Pas-en-Artois,pas en artois,50.154460825688,2.4854243119266
24699,62,62650,62118,Pelves,pelves,50.287043333333,2.9184332258065
24700,62,62651,62127,Penin,penin,50.331229468085,2.4883393617021
24701,62,62652,62550,Pernes,pernes,50.48675628866,2.4049706185567
24702,62,62653,62126,Pernes-lès-Boulogne,pernes les boulogne,50.750704204545,1.6938427272727
24703,62,62654,62231,Peuplingues,peuplingues,50.912389285714,1.7622042857143
24704,62,62655,62130,Pierremont,pierremont,50.400468076923,2.2573638461538
24705,62,62656,62570,Pihem,pihem,50.677156292135,2.2140286516854
24706,62,62657,62340,Pihen-lès-Guînes,pihen les guines,50.868359516129,1.7862516129032
24707,62,62658,62126,Pittefaux,pittefaux,50.760061666667,1.6805586363636
24708,62,62659,62310,Planques,planques,50.470132777778,2.0875021111111
24709,62,62660,62118,Plouvain,plouvain,50.3037875,2.91827
24710,62,62661,62140,Bouin-Plumoison,bouin plumoison,50.37789547619,1.9841052380952
24711,62,62662,62370,Polincove,polincove,50.858267901235,2.1022661728395
24712,62,62663,62760,Pommera,pommera,50.171185932203,2.4433262711864
24713,62,62664,62111,Pommier,pommier,50.180459090909,2.5965106818182
24714,62,62665,62390,Le Ponchel,le ponchel,50.25559637931,2.0843331034483
24715,62,62666,62880,Pont-à-Vendin,pont a vendin,50.475831764706,2.8866784313725
24716,62,62667,62480,Le Portel,le portel,50.713403333333,1.5751995555556
24717,62,62668,62134,Prédefin,predefin,50.5039425,2.257639125
24718,62,62669,62550,Pressy,pressy,50.474704210526,2.4013380263158
24719,62,62670,62650,Preures,preures,50.570310107527,1.8851790322581
24720,62,62671,62860,Pronville-en-Artois,pronville en artois,50.164651857143,3.0073048571429
24721,62,62672,62116,Puisieux,puisieux,50.102727647059,2.6918780672269
24722,62,62673,62860,Quéant,queant,50.172282941176,2.9850521568627
24723,62,62674,62500,Quelmes,quelmes,50.733428017241,2.1310999137931
24724,62,62675,62380,Quercamps,quercamps,50.751521363636,2.0450065909091
24725,62,62676,62120,Quernes,quernes,50.601567843137,2.3694910784314
24726,62,62677,62140,Le Quesnoy-en-Artois,le quesnoy en artois,50.331397857143,2.0388371428571
24727,62,62678,62240,Quesques,quesques,50.702363841808,1.9413478531074
24728,62,62679,62830,Questrecques,questrecques,50.66432584,1.74820632
24729,62,62680,62490,Quiéry-la-Motte,quiery la motte,50.364710821918,2.9892923287671
24730,62,62681,62120,Quiestède,quiestede,50.679029830508,2.3279791525424
24731,62,62682,62650,Quilen,quilen,50.529384754098,1.9336814754098
24732,62,62683,62390,Quœux-Haut-Maînil,quoeux haut mainil,50.301158350515,2.1051279381443
24733,62,62684,62120,Racquinghem,racquinghem,50.693886981132,2.3623913207547
24734,62,62685,62310,Radinghem,radinghem,50.548108225806,2.1180766129032
24735,62,62686,62130,Ramecourt,ramecourt,50.363721807229,2.3087406024096
24736,62,62688,62180,Rang-du-Fliers,rang du fliers,50.417096779661,1.6467433898305
24737,62,62689,62173,Ransart,ransart,50.204227361111,2.6751690277778
24738,62,62690,62140,Raye-sur-Authie,raye sur authie,50.301950465116,1.9582296511628
24739,62,62691,62120,Saint-Augustin,saint augustin,50.6349189,2.353445
24740,62,62691,62129,Saint-Augustin,saint augustin,50.6386039,2.2704603
24741,62,62692,62850,Rebergues,rebergues,50.754223592233,1.9517083495146
24742,62,62693,62150,Rebreuve-Ranchicourt,rebreuve ranchicourt,50.431021085271,2.5491602325581
24743,62,62694,62270,Rebreuve-sur-Canche,rebreuve sur canche,50.265185747126,2.3416954022988
24744,62,62695,62270,Rebreuviette,rebreuviette,50.261135581395,2.3660443023256
24745,62,62696,62560,Reclinghem,reclinghem,50.573112318841,2.1674307246377
24746,62,62697,62860,Récourt,recourt,50.257293695652,3.0286795652174
24747,62,62698,62170,Recques-sur-Course,recques sur course,50.521945263158,1.7810467105263
24748,62,62699,62890,Recques-sur-Hem,recques sur hem,50.836828415842,2.0868708910891
24749,62,62700,62140,Regnauville,regnauville,50.317175660377,1.9997894339623
24750,62,62701,62120,Rely,rely,50.5775156,2.3654016
24751,62,62702,62380,Remilly-Wirquin,remilly wirquin,50.668692857143,2.1729068367347
24752,62,62703,62156,Rémy,remy,50.25684968254,2.9606147619048
24753,62,62704,62560,Renty,renty,50.580830505051,2.0696181818182
24754,62,62705,62720,Rety,rety,50.791438010204,1.7888996428571
24755,62,62706,62136,Richebourg,richebourg,50.578256148148,2.7363903703704
24756,62,62708,62450,Riencourt-lès-Bapaume,riencourt les bapaume,50.088633584906,2.8783541509434
24757,62,62709,62182,Riencourt-lès-Cagnicourt,riencourt les cagnicourt,50.193797674419,2.9628888372093
24758,62,62710,62990,Rimboval,rimboval,50.513121882353,1.9879152941176
24759,62,62711,62720,Rinxent,rinxent,50.806887529412,1.7352749411765
24760,62,62712,62173,Rivière,riviere,50.229450882353,2.683217745098
24761,62,62713,62350,Robecq,robecq,50.589642843137,2.5554757843137
24762,62,62714,62223,Roclincourt,roclincourt,50.330882739726,2.7924045205479
24763,62,62715,62450,Rocquigny,rocquigny,50.05520275,2.9255875
24764,62,62716,62610,Rodelinghem,rodelinghem,50.832787258065,1.9306453225806
24765,62,62717,62130,Roëllecourt,roellecourt,50.368369891304,2.3847082608696
24766,62,62718,62118,Rœux,roeux,50.2999372,2.9041717333333
24767,62,62719,62770,Rollancourt,rollancourt,50.414548861386,2.1272354950495
24768,62,62720,62120,Rombly,rombly,50.59569,2.3897019148936
24769,62,62721,62120,Roquetoire,roquetoire,50.66994573913,2.3465371304348
24770,62,62722,62390,Rougefay,rougefay,50.275705576923,2.1693873076923
24771,62,62723,62870,Roussent,roussent,50.371465697674,1.7771462790698
24772,62,62724,62320,Rouvroy,rouvroy,50.398684,2.9034506153846
24773,62,62725,62990,Royon,royon,50.481952994924,1.9991010152284
24774,62,62726,62310,Ruisseauville,ruisseauville,50.484381486486,2.1086462162162
