,,,,-YONNE,,,
34916,89,89397,89110,Sommecaise,sommecaise,47.84031255814,3.2238904651163
34917,89,89398,89570,Sormery,sormery,48.105311,3.7651965454545
34918,89,89399,89100,Soucy,soucy,48.255845308642,3.3352517283951
34919,89,89400,89520,Sougères-en-Puisaye,sougeres en puisaye,47.5660908125,3.3537299375
34920,89,89402,89570,Soumaintrain,soumaintrain,48.014423333333,3.8383558928571
34921,89,89403,89160,Stigny,stigny,47.778864693878,4.2379997959184
34922,89,89404,89100,Subligny,subligny,48.16718172043,3.2030104301075
34923,89,89405,89560,Les Hauts de Forterre,les hauts de forterre,47.615314278846,3.4390901923077
34924,89,89406,89420,Talcy,talcy,47.578264634146,4.0760336585366
34925,89,89407,89430,Tanlay,tanlay,47.840792081218,4.0828222335025
34926,89,89408,89350,Tannerre-en-Puisaye,tannerre en puisaye,47.741344588745,3.1294022943723
34927,89,89409,89450,Tharoiseau,tharoiseau,47.462735217391,3.8188844927536
34928,89,89410,89200,Tharot,tharot,47.53338,3.8620767741936
34929,89,89411,89190,Les Vallées de la Vanne,les vallees de la vanne,48.1674497,3.4264846
34930,89,89411,89320,Les Vallées de la Vanne,les vallees de la vanne,48.1674497,3.4264846
34931,89,89412,89420,Thizy,thizy,47.583177115385,4.0599963461538
34932,89,89413,89430,Thorey,thorey,47.896420549451,4.1146202197802
34933,89,89414,89260,Thorigny-sur-Oreuse,thorigny sur oreuse,48.300040353535,3.3800044444444
34934,89,89415,89200,Thory,thory,47.570555681818,3.9129881818182
34935,89,89416,89520,Thury,thury,47.592095407407,3.2994321481482
34936,89,89417,89700,Tissey,tissey,47.858252318841,3.8961007246377
34937,89,89418,89700,Tonnerre,tonnerre,47.842812857143,3.9748235164835
34938,89,89419,89130,Toucy,toucy,47.728457029703,3.2919321782178
34939,89,89420,89520,Treigny,treigny,47.555208285714,3.1748996666667
34940,89,89421,89420,Trévilly,trevilly,47.525891623932,4.0531683760684
34941,89,89422,89430,Trichey,trichey,47.924404769231,4.1413086153846
34942,89,89423,89700,Tronchoy,tronchoy,47.923780298507,3.9482797014925
34943,89,89424,89460,Trucy-sur-Yonne,trucy sur yonne,47.626978607595,3.6497660759494
34944,89,89425,89570,Turny,turny,48.067845991379,3.7277426724138
34945,89,89426,89580,Val-de-Mercy,val de mercy,47.671358333333,3.5845571794872
34946,89,89427,89580,Vallan,vallan,47.746760169492,3.5377081355932
34947,89,89428,89150,Vallery,vallery,48.236814339623,3.0496835849057
34948,89,89430,89144,Varennes,varennes,47.909943539823,3.7870584955752
34949,89,89431,89420,Vassy-sous-Pisy,vassy sous pisy,47.575528181818,4.1711992424242
34950,89,89432,89320,Vaudeurs,vaudeurs,48.130497881356,3.5577386440678
34951,89,89433,89200,Vault-de-Lugny,vault de lugny,47.495561770833,3.8482585416667
34952,89,89434,89320,Vaumort,vaumort,48.142041,3.441985625
34953,89,89436,89210,Venizy,venizy,48.065797670683,3.686169437751
34954,89,89437,89230,Venouse,venouse,47.902584857143,3.692334
34955,89,89438,89290,Venoy,venoy,47.809123488372,3.6504503100775
34956,89,89439,89600,Vergigny,vergigny,47.956781557377,3.6882499590164
34957,89,89440,89330,Verlin,verlin,48.018517,3.2242108181818
34958,89,89441,89270,Vermenton,vermenton,47.663839742489,3.7881923175966
34959,89,89442,89150,Vernoy,vernoy,48.094284642857,3.12836625
34960,89,89443,89510,Véron,veron,48.128626136364,3.3332511363636
34961,89,89445,89700,Vézannes,vezannes,47.87292373494,3.8789637349398
34962,89,89446,89450,Vézelay,vezelay,47.448802155689,3.7175921556886
34963,89,89447,89700,Vézinnes,vezinnes,47.895486964286,3.9354601785714
34964,89,89448,89420,Vignes,vignes,47.540155982906,4.1177773504273
34965,89,89449,89340,Villeblevin,villeblevin,48.325651020408,3.0841
34966,89,89450,89150,Villebougis,villebougis,48.205663194444,3.1631748611111
34967,89,89451,89320,Villechétive,villechetive,48.092917325581,3.5274512790698
34968,89,89452,89300,Villecien,villecien,48.013625151515,3.3348827272727
34969,89,89453,89240,Villefargeau,villefargeau,47.790503555556,3.4880577777778
34970,89,89456,89140,Villemanoche,villemanoche,48.295738985507,3.1680646376812
34971,89,89458,89140,Villenavotte,villenavotte,48.243219230769,3.231482051282
34972,89,89459,89150,Villeneuve-la-Dondagre,villeneuve la dondagre,48.138752526316,3.1384198947368
34973,89,89460,89340,Villeneuve-la-Guyard,villeneuve la guyard,48.330193606557,3.0462019672131
34974,89,89461,89190,Villeneuve-l'Archevêque,villeneuve l archeveque,48.232509,3.561011625
34975,89,89462,89350,Villeneuve-les-Genêts,villeneuve les genets,47.74086872549,3.0852432352941
34976,89,89463,89230,Villeneuve-Saint-Salves,villeneuve saint salves,47.846414615385,3.6404491452991
34977,89,89464,89500,Villeneuve-sur-Yonne,villeneuve sur yonne,48.081269946237,3.3162527419355
34978,89,89465,89140,Villeperrot,villeperrot,48.257703188406,3.2103773913044
34979,89,89466,89100,Villeroy,villeroy,48.181715483871,3.1819383870968
34980,89,89467,89140,Villethierry,villethierry,48.2680861,3.0727175
34981,89,89468,89330,Villevallier,villevallier,48.027732528736,3.3415937931035
34982,89,89469,89260,Perceneige,perceneige,48.352406680162,3.4118561133603
34983,89,89470,89160,Villiers-les-Hauts,villiers les hauts,47.72347137931,4.1582131034483
34984,89,89471,89320,Villiers-Louis,villiers louis,48.195111980198,3.4005982178218
34985,89,89472,89130,Villiers-Saint-Benoît,villiers saint benoit,47.777836396396,3.2229709459459
34986,89,89474,89360,Villiers-Vineux,villiers vineux,47.942387479675,3.8333066666667
34987,89,89475,89740,Villon,villon,47.9021013,4.1837507
34988,89,89477,89800,Villy,villy,47.864352142857,3.7508591836735
34989,89,89478,89290,Vincelles,vincelles,47.687707254902,3.6316585294118
34990,89,89479,89290,Vincelottes,vincelottes,47.710905833333,3.641981875
34991,89,89480,89140,Vinneuf,vinneuf,48.354477301587,3.1376748412698
34992,89,89481,89160,Vireaux,vireaux,47.787911339286,4.0401399107143
34993,89,89482,89700,Viviers,viviers,47.80647119403,3.9176717910448
34994,89,89483,89260,Voisines,voisines,48.254642688172,3.4088082795699
34995,89,89485,89270,Voutenay-sur-Cure,voutenay sur cure,47.561137971015,3.7890544927536
34996,89,89486,89700,Yrouerre,yrouerre,47.78429516129,3.9605351612903
