,,,,-HAUT-RHIN,,,
27545,68,68371,68960,Willer,willer,47.579609795918,7.3234516326531
27546,68,68372,68760,Willer-sur-Thur,willer sur thur,47.852861572327,7.0783435220126
27547,68,68373,68480,Winkel,winkel,47.461334181818,7.2643983636364
27548,68,68374,68124,Wintzenheim,wintzenheim,48.0837845,7.3165082
27549,68,68374,68920,Wintzenheim,wintzenheim,48.0596469,7.2648238
27550,68,68375,68310,Wittelsheim,wittelsheim,47.804908367347,7.2488252040816
27551,68,68376,68270,Wittenheim,wittenheim,47.812502956522,7.3175200869565
27552,68,68377,68130,Wittersdorf,wittersdorf,47.616254861111,7.2732376388889
27553,68,68378,68210,Wolfersdorf,wolfersdorf,47.647870789474,7.1128165789474
27554,68,68379,68600,Wolfgantzen,wolfgantzen,48.026878205128,7.4979430769231
27555,68,68380,68480,Wolschwiller,wolschwiller,47.454650289855,7.4062801449275
27556,68,68381,68500,Wuenheim,wuenheim,47.87028,7.1857998275862
27557,68,68382,68130,Zaessingue,zaessingue,47.620690714286,7.3758585714286
27558,68,68383,68340,Zellenberg,zellenberg,48.172682916667,7.3321851388889
27559,68,68384,68720,Zillisheim,zillisheim,47.688743883495,7.3046514563107
27560,68,68385,68230,Zimmerbach,zimmerbach,48.074660232558,7.2330289534884
27561,68,68386,68440,Zimmersheim,zimmersheim,47.718490958904,7.3824716438356
