,,,,-NORD,,,
22673,59,59363,59530,Louvignies-Quesnoy,louvignies quesnoy,50.215257162162,3.6373435135135
22674,59,59364,59830,Louvil,louvil,50.557425192308,3.1892651923077
22675,59,59365,59720,Louvroil,louvroil,50.25775359375,3.9538171875
22676,59,59366,59173,Lynde,lynde,50.72130627451,2.4366704901961
22677,59,59367,59390,Lys-lez-Lannoy,lys lez lannoy,50.671349761905,3.2197905952381
22678,59,59368,59110,La Madeleine,la madeleine,50.652703584906,3.0716694339623
22679,59,59369,59233,Maing,maing,50.305381842105,3.4939281578947
22680,59,59370,59600,Mairieux,mairieux,50.309948333333,3.9727234259259
22681,59,59371,59134,Le Maisnil,le maisnil,50.615727105263,2.8799410526316
22682,59,59372,59127,Malincourt,malincourt,50.03611234375,3.32688015625
22683,59,59374,59440,Marbaix,marbaix,50.12989707483,3.8409596598639
22684,59,59375,59870,Marchiennes,marchiennes,50.412551911765,3.2517796568627
22685,59,59377,59159,Marcoing,marcoing,50.115913076923,3.172096025641
22686,59,59378,59700,Marcq-en-Barœul,marcq en baroeul,50.675884207317,3.1030603658537
22687,59,59379,59252,Marcq-en-Ostrevent,marcq en ostrevent,50.28813,3.2354924390244
22688,59,59381,59990,Maresches,maresches,50.292932903226,3.5696943548387
22689,59,59382,59238,Maretz,maretz,50.048808142857,3.4219422857143
22690,59,59383,59770,Marly,marly,50.347859272727,3.5502414545454
22691,59,59384,59550,Maroilles,maroilles,50.136215438596,3.7633485380117
22692,59,59385,59164,Marpent,marpent,50.292181176471,4.0763411764706
22693,59,59386,59520,Marquette-lez-Lille,marquette lez lille,50.672388947368,3.0539609649123
22694,59,59387,59252,Marquette-en-Ostrevant,marquette en ostrevant,50.294015068493,3.2716506849315
22695,59,59388,59274,Marquillies,marquillies,50.551036785714,2.8664125892857
22696,59,59389,59241,Masnières,masnieres,50.104718089888,3.2009066292135
22697,59,59390,59176,Masny,masny,50.3437325,3.19626875
22698,59,59391,59172,Mastaing,mastaing,50.30647795082,3.2976701639344
22699,59,59392,59600,Maubeuge,maubeuge,50.287182406417,3.9583152941177
22700,59,59393,59158,Maulde,maulde,50.496797586207,3.4229182758621
22701,59,59394,59980,Maurois,maurois,50.074136,3.459802
22702,59,59395,59360,Mazinghien,mazinghien,50.048951428571,3.5948442857143
22703,59,59396,59570,Mecquignies,mecquignies,50.269396868687,3.8008407070707
22704,59,59397,59470,Merckeghem,merckeghem,50.870318181818,2.2763002272727
22705,59,59398,59710,Mérignies,merignies,50.50933048,3.1141368
22706,59,59399,59270,Merris,merris,50.719266931818,2.6689938636364
22707,59,59400,59660,Merville,merville,50.644635336538,2.6275650961538
22708,59,59401,59270,Méteren,meteren,50.746309447236,2.6779071859297
22709,59,59402,59143,Millam,millam,50.852882021277,2.2540706382979
22710,59,59403,59178,Millonfosse,millonfosse,50.429583367347,3.3749579591837
22711,59,59405,59400,Mœuvres,moeuvres,50.160471975309,3.0708837037037
22712,59,59406,59620,Monceau-Saint-Waast,monceau saint waast,50.169550594059,3.8545771287129
22713,59,59407,59224,Monchaux-sur-Écaillon,monchaux sur ecaillon,50.283409324324,3.456147972973
22714,59,59408,59283,Moncheaux,moncheaux,50.457267125,3.089128
22715,59,59409,59234,Monchecourt,monchecourt,50.309893666667,3.2089881666667
22716,59,59410,59370,Mons-en-Barœul,mons en baroeul,50.64293516129,3.1072558064516
22717,59,59411,59246,Mons-en-Pévèle,mons en pevele,50.482503196721,3.1036583606557
22718,59,59412,59360,Montay,montay,50.121936818182,3.5331756060606
22719,59,59413,59225,Montigny-en-Cambrésis,montigny en cambresis,50.090516986301,3.4144712328767
22720,59,59414,59182,Montigny-en-Ostrevent,montigny en ostrevent,50.369504495413,3.1783555963303
22721,59,59415,59227,Montrécourt,montrecourt,50.229042741935,3.4485743548387
22722,59,59416,59190,Morbecque,morbecque,50.677757622951,2.5298966803279
22723,59,59418,59158,Mortagne-du-Nord,mortagne du nord,50.500517903226,3.4528882258065
22724,59,59419,59310,Mouchin,mouchin,50.515279081081,3.2961721621622
22725,59,59420,59132,Moustier-en-Fagne,moustier en fagne,50.094489230769,4.1990364615385
22726,59,59421,59420,Mouvaux,mouvaux,50.7026358,3.1368938
22727,59,59422,59161,Naves,naves,50.201602526316,3.3180657894737
22728,59,59423,59940,Neuf-Berquin,neuf berquin,50.667019117647,2.6628035294118
22729,59,59424,59330,Neuf-Mesnil,neuf mesnil,50.265923870968,3.9122603225807
22730,59,59425,59218,Neuville-en-Avesnois,neuville en avesnois,50.199322212389,3.5856931858407
22731,59,59426,59960,Neuville-en-Ferrain,neuville en ferrain,50.752172359551,3.1585149438202
22732,59,59427,59239,La Neuville,la neuville,50.495609583333,3.0576005555556
22733,59,59428,59554,Neuville-Saint-Rémy,neuville saint remy,50.187476571429,3.2194172857143
22734,59,59429,59293,Neuville-sur-Escaut,neuville sur escaut,50.290221235955,3.3518183146067
22735,59,59430,59360,Neuvilly,neuvilly,50.134419215686,3.5084218627451
22736,59,59431,59850,Nieppe,nieppe,50.698438679245,2.8214679245283
22737,59,59432,59400,Niergnies,niergnies,50.140963287671,3.2555789041096
22738,59,59433,59143,Nieurlet,nieurlet,50.796492291667,2.2742603125
22739,59,59434,59230,Nivelle,nivelle,50.468026578947,3.455134122807
22740,59,59435,59310,Nomain,nomain,50.5007825,3.2477876315789
22741,59,59436,59670,Noordpeene,noordpeene,50.79453494382,2.3687131460674
22742,59,59437,59139,Noyelles-lès-Seclin,noyelles les seclin,50.574300645161,3.0198888709677
22743,59,59438,59159,Noyelles-sur-Escaut,noyelles sur escaut,50.138675568182,3.1771289772727
22744,59,59439,59550,Noyelles-sur-Sambre,noyelles sur sambre,50.16486631068,3.7930270873786
22745,59,59440,59282,Noyelles-sur-Selle,noyelles sur selle,50.280324090909,3.3862565151515
22746,59,59441,59570,Obies,obies,50.269590617284,3.7827243209876
22747,59,59442,59680,Obrechies,obrechies,50.22046144,4.03397352
22748,59,59443,59670,Ochtezeele,ochtezeele,50.821305,2.4029274074074
22749,59,59444,59970,Odomez,odomez,50.448923484848,3.5436084848485
22750,59,59445,59132,Ohain,ohain,50.037671881188,4.1342979207921
22751,59,59446,59195,Oisy,oisy,50.350990740741,3.4322604938272
22752,59,59447,59264,Onnaing,onnaing,50.38800225,3.601576125
22753,59,59448,59122,Oost-Cappel,oost cappel,50.928775409836,2.5883036065574
22754,59,59449,59310,Orchies,orchies,50.47233924812,3.2446954135338
22755,59,59450,59360,Ors,ors,50.107254892086,3.6257374820144
22756,59,59451,59530,Orsinval,orsinval,50.272239666667,3.6302796666667
22757,59,59452,59162,Ostricourt,ostricourt,50.457774519231,3.0304330769231
22758,59,59453,59670,Oudezeele,oudezeele,50.842691262136,2.5089653398058
22759,59,59454,59670,Oxelaëre,oxelaere,50.785107142857,2.46996
22760,59,59455,59295,Paillencourt,paillencourt,50.248769361702,3.2657456382979
22761,59,59456,59146,Pecquencourt,pecquencourt,50.377099888889,3.2211526666667
22762,59,59457,59840,Pérenchies,perenchies,50.668280217391,2.9707417391304
22763,59,59458,59273,Péronne-en-Mélantois,peronne en melantois,50.564133428571,3.1713697142857
22764,59,59459,59494,Petite-Forêt,petite foret,50.372359454545,3.4778329090909
22765,59,59461,59244,Petit-Fayt,petit fayt,50.103855746269,3.822306119403
22766,59,59462,59133,Phalempin,phalempin,50.510634722222,3.0236744444444
22767,59,59463,59284,Pitgam,pitgam,50.921412089552,2.3378485074627
22768,59,59464,59218,Poix-du-Nord,poix du nord,50.186711481481,3.6189496296296
22769,59,59465,59360,Pommereuil,pommereuil,50.114918776978,3.585445971223
22770,59,59466,59710,Pont-à-Marcq,pont a marcq,50.519986455696,3.1141140506329
22771,59,59467,59138,Pont-sur-Sambre,pont sur sambre,50.229486569767,3.842200872093
22772,59,59468,59530,Potelle,potelle,50.23571245283,3.6645360377359
22773,59,59469,59190,Pradelles,pradelles,50.736449677419,2.6022735483871
22774,59,59470,59840,Prémesques,premesques,50.6614,2.9481957692308
22775,59,59471,59990,Préseau,preseau,50.311362166667,3.5741895
22776,59,59472,59288,Preux-au-Bois,preux au bois,50.163609402985,3.6547705970149
22777,59,59473,59144,Preux-au-Sart,preux au sart,50.285953586957,3.6953455434783
22778,59,59474,59550,Prisches,prisches,50.076087222222,3.7672449305556
22779,59,59475,59121,Prouvy,prouvy,50.326304761905,3.4569652380952
22780,59,59476,59267,Proville,proville,50.158492058824,3.202277745098
22781,59,59477,59185,Provin,provin,50.512652666667,2.9125073333333
22782,59,59478,59380,Quaëdypre,quaedypre,50.932143303571,2.4622191964286
22783,59,59479,59243,Quarouble,quarouble,50.410156923077,3.6266653254438
22784,59,59480,59269,Quérénaing,querenaing,50.285301111111,3.5090511111111
22785,59,59481,59530,Le Quesnoy,le quesnoy,50.252571546392,3.6256607216495
22786,59,59482,59890,Quesnoy-sur-Deûle,quesnoy sur deule,50.714655892857,3.0094201785714
22787,59,59483,59680,Quiévelon,quievelon,50.2351059375,4.0664275
22788,59,59484,59920,Quiévrechain,quievrechain,50.394326724138,3.6629957758621
22789,59,59485,59214,Quiévy,quievy,50.16038972973,3.4217836486486
22790,59,59486,59194,Râches,raches,50.419713695652,3.1344889130435
22791,59,59487,59320,Radinghem-en-Weppes,radinghem en weppes,50.626046923077,2.9031028846154
22792,59,59488,59554,Raillencourt-Sainte-Olle,raillencourt sainte olle,50.18691051948,3.1837048051948
22793,59,59489,59283,Raimbeaucourt,raimbeaucourt,50.439160943396,3.1044197169811
22794,59,59490,59177,Rainsars,rainsars,50.068994230769,3.9970296153846
22795,59,59491,59590,Raismes,raismes,50.404214482759,3.4815813793104
22796,59,59492,59161,Ramillies,ramillies,50.206612597403,3.2477831168831
22797,59,59493,59177,Ramousies,ramousies,50.115348208955,4.0386753233831
22798,59,59494,59530,Raucourt-au-Bois,raucourt au bois,50.208408888889,3.6537455555555
22799,59,59495,59245,Recquignies,recquignies,50.276299166667,4.0510930555556
22800,59,59496,59360,Rejet-de-Beaulieu,rejet de beaulieu,50.044040978261,3.6433341304348
22801,59,59497,59173,Renescure,renescure,50.731245564516,2.3787966129032
22802,59,59498,59980,Reumont,reumont,50.08532122449,3.4748624489796
22803,59,59499,59122,Rexpoëde,rexpoede,50.93156358209,2.5500180597015
22804,59,59500,59159,Ribécourt-la-Tour,ribecourt la tour,50.10375789916,3.1313260504202
22805,59,59501,59870,Rieulay,rieulay,50.387073521127,3.2621885915493
22806,59,59502,59277,Rieux-en-Cambrésis,rieux en cambresis,50.202139263158,3.352684
22807,59,59503,59550,Robersart,robersart,50.156032909091,3.6496536363636
22808,59,59504,59172,Rœulx,roeulx,50.312274464286,3.3290953571429
22809,59,59505,59990,Rombies-et-Marchipont,rombies et marchipont,50.3709732,3.6496844
22810,59,59506,59730,Romeries,romeries,50.195066,3.548564
22811,59,59507,59790,Ronchin,ronchin,50.607451090909,3.0944389090909
22812,59,59508,59223,Roncq,roncq,50.749557398844,3.119761849711
22813,59,59509,59286,Roost-Warendin,roost warendin,50.414108240741,3.1007460185185
22814,59,59511,59230,Rosult,rosult,50.451489878788,3.362448
22815,59,59512,59100,Roubaix,roubaix,50.686973680556,3.1803004861111
22816,59,59513,59169,Roucourt,roucourt,50.328186909091,3.1477152727273
22817,59,59514,59131,Rousies,rousies,50.269116455696,3.9997360759494
22818,59,59515,59220,Rouvignies,rouvignies,50.33528880597,3.4427673134328
22819,59,59516,59285,Rubrouck,rubrouck,50.834884772727,2.3605415909091
22820,59,59517,59258,Les Rues-des-Vignes,les rues des vignes,50.070191009174,3.2304320183486
22821,59,59518,59530,Ruesnes,ruesnes,50.264306875,3.58163453125
22822,59,59519,59226,Rumegies,rumegies,50.49415,3.3558523134328
22823,59,59520,59281,Rumilly-en-Cambrésis,rumilly en cambresis,50.130669873418,3.2301820253165
22824,59,59521,59554,Sailly-lez-Cambrai,sailly lez cambrai,50.197345833333,3.1765120833333
22825,59,59522,59390,Sailly-lez-Lannoy,sailly lez lannoy,50.64438605042,3.2279836134454
22826,59,59523,59262,Sainghin-en-Mélantois,sainghin en melantois,50.58892483871,3.1616622580645
22827,59,59524,59184,Sainghin-en-Weppes,sainghin en weppes,50.557707647059,2.8973717647059
22828,59,59525,59177,Sains-du-Nord,sains du nord,50.089667218935,4.0356601775148
22829,59,59526,59230,Saint-Amand-les-Eaux,saint amand les eaux,50.442723377193,3.4317627631579
22830,59,59527,59350,Saint-André-lez-Lille,saint andre lez lille,50.659641894737,3.0462776842105
22831,59,59528,59188,Saint-Aubert,saint aubert,50.206287297297,3.4149301351351
22832,59,59529,59440,Saint-Aubin,saint aubin,50.169480926829,3.9085225853659
22833,59,59530,59163,Saint-Aybert,saint aybert,50.450946055046,3.6512133027523
22834,59,59531,59360,Saint-Benin,saint benin,50.077538333333,3.5237928571429
22835,59,59532,59820,Saint-Georges-sur-l'Aa,saint georges sur l aa,50.968709180328,2.1538936065574
22836,59,59533,59292,Saint-Hilaire-lez-Cambrai,saint hilaire lez cambrai,50.1818125,3.416114
22837,59,59534,59440,Saint-Hilaire-sur-Helpe,saint hilaire sur helpe,50.148511157895,3.8951594210526
22838,59,59535,59270,Saint-Jans-Cappel,saint jans cappel,50.771099363636,2.7213992727273
22839,59,59536,59670,Sainte-Marie-Cappel,sainte marie cappel,50.782065538462,2.5149924615385
22840,59,59537,59213,Saint-Martin-sur-Écaillon,saint martin sur ecaillon,50.246204333333,3.5175072222222
22841,59,59538,59143,Saint-Momelin,saint momelin,50.810676454545,2.2432785454546
22842,59,59539,59630,Saint-Pierre-Brouck,saint pierre brouck,50.893065535714,2.1956026785714
22843,59,59541,59730,Saint-Python,saint python,50.193763636364,3.4736471428571
22844,59,59542,59620,Saint-Remy-Chaussée,saint remy chaussee,50.176637804878,3.8820654878049
22845,59,59543,59330,Saint-Remy-du-Nord,saint remy du nord,50.228969459459,3.899892027027
22846,59,59544,59880,Saint-Saulve,saint saulve,50.379657685185,3.5566025925926
22847,59,59545,59360,Saint-Souplet,saint souplet,50.0505319,3.5260205
22848,59,59546,59114,Saint-Sylvestre-Cappel,saint sylvestre cappel,50.775847974684,2.5486263291139
22849,59,59547,59188,Saint-Vaast-en-Cambrésis,saint vaast en cambresis,50.193721285714,3.4328084285714
22850,59,59548,59570,Saint-Waast,saint waast,50.301746091954,3.7478229885057
22851,59,59549,59218,Salesches,salesches,50.20438352,3.59269904
22852,59,59550,59496,Salomé,salome,50.5398290625,2.835461875
22853,59,59551,59310,Saméon,sameon,50.476846857143,3.3308925
22854,59,59552,59268,Sancourt,sancourt,50.215353148148,3.1913342592593
22855,59,59553,59211,Santes,santes,50.592273611111,2.9558098148148
22856,59,59554,59230,Sars-et-Rosières,sars et rosieres,50.44715626506,3.3323420481928
22857,59,59555,59216,Sars-Poteries,sars poteries,50.158338239437,4.0435206338028
22858,59,59556,59145,Sassegnies,sassegnies,50.176212913386,3.7930266141732
22859,59,59557,59990,Saultain,saultain,50.334146315789,3.5834521052632
22860,59,59558,59227,Saulzoir,saulzoir,50.241514615385,3.4353905128205
22861,59,59559,59990,Sebourg,sebourg,50.34515372093,3.6498210852713
22862,59,59560,59113,Seclin,seclin,50.548628011696,3.0312728654971
22863,59,59562,59440,Sémeries,semeries,50.113766971831,3.9890959859155
22864,59,59563,59440,Semousies,semousies,50.164632972973,3.9762659459459
22865,59,59564,59174,La Sentinelle,la sentinelle,50.347700819672,3.4762470491803
22866,59,59565,59269,Sepmeries,sepmeries,50.27797220339,3.5639057627119
22867,59,59566,59320,Sequedin,sequedin,50.625064883721,2.9820756976744
22868,59,59567,59400,Séranvillers-Forenville,seranvillers forenville,50.13029025974,3.2773151948052
22869,59,59568,59173,Sercus,sercus,50.710023953488,2.4472853488372
22870,59,59569,59450,Sin-le-Noble,sin le noble,50.370801315789,3.1194290350877
22871,59,59570,59380,Socx,socx,50.934505535714,2.4233629464286
22872,59,59571,59730,Solesmes,solesmes,50.173181181818,3.5127612727273
22873,59,59572,59740,Solre-le-Château,solre le chateau,50.169869252874,4.0972667241379
22874,59,59573,59740,Solrinnes,solrinnes,50.20384302521,4.0716491596639
22875,59,59574,59490,Somain,somain,50.358245765766,3.2714624324324
22876,59,59575,59213,Sommaing,sommaing,50.266733432836,3.4959704477612
22877,59,59576,59380,Spycker,spycker,50.978657741935,2.317764516129
22878,59,59577,59190,Staple,staple,50.750521710526,2.4476342105263
22879,59,59578,59189,Steenbecque,steenbecque,50.685173170732,2.4923776829268
22880,59,59579,59380,Steene,steene,50.94717877551,2.3800195918367
22881,59,59580,59114,Steenvoorde,steenvoorde,50.823738866995,2.5837134482759
22882,59,59581,59181,Steenwerck,steenwerck,50.69437866242,2.7711889171974
22883,59,59582,59270,Strazeele,strazeele,50.725914736842,2.6175905263158
22884,59,59583,59550,Taisnières-en-Thiérache,taisnieres en thierache,50.150018571429,3.8180367857143
22885,59,59584,59570,Taisnières-sur-Hon,taisnieres sur hon,50.321496697248,3.8648592660551
22886,59,59585,59175,Templemars,templemars,50.568215694444,3.0622165277778
22887,59,59586,59242,Templeuve-en-Pévèle,templeuve en pevele,50.530870245399,3.1761681595092
22888,59,59587,59114,Terdeghem,terdeghem,50.795300985915,2.5587978873239
22889,59,59588,59229,Téteghem-Coudekerque-Village,teteghem coudekerque village,50.995086,2.4155
22890,59,59588,59380,Téteghem-Coudekerque-Village,teteghem coudekerque village,51.0036205,2.4242939
22891,59,59589,59224,Thiant,thiant,50.296422647059,3.4397858823529
22892,59,59590,59189,Thiennes,thiennes,50.644025285714,2.4812234285714
22893,59,59591,59163,Thivencelle,thivencelle,50.445412,3.62553475
22894,59,59592,59239,Thumeries,thumeries,50.473515833333,3.0663925
22895,59,59593,59141,Thun-l'Évêque,thun l eveque,50.2261675,3.2808463392857
22896,59,59594,59158,Thun-Saint-Amand,thun saint amand,50.483016533333,3.4466793333333
22897,59,59595,59141,Thun-Saint-Martin,thun saint martin,50.217368876405,3.3033530337079
22898,59,59596,59870,Tilloy-lez-Marchiennes,tilloy lez marchiennes,50.432406146789,3.3217247706422
22899,59,59597,59554,Tilloy-lez-Cambrai,tilloy lez cambrai,50.200351617647,3.2176164705882
22900,59,59598,59390,Toufflers,toufflers,50.6606888,3.2313074666667
22901,59,59599,59200,Tourcoing,tourcoing,50.722741486486,3.1566178378378
22902,59,59600,59551,Tourmignies,tourmignies,50.5041975,3.0844230357143
22903,59,59601,59132,Trélon,trelon,50.08509686747,4.1232963855422
22904,59,59602,59152,Tressin,tressin,50.620346833333,3.1906575
22905,59,59603,59125,Trith-Saint-Léger,trith saint leger,50.329252117647,3.4863497647059
22906,59,59604,59980,Troisvilles,troisvilles,50.101213529412,3.4677667058824
22907,59,59605,59229,Uxem,uxem,51.028847890625,2.486697109375
22908,59,59606,59300,Valenciennes,valenciennes,50.36229312,3.51516936
22909,59,59607,59218,Vendegies-au-Bois,vendegies au bois,50.18171954023,3.5765778160919
22910,59,59608,59213,Vendegies-sur-Écaillon,vendegies sur ecaillon,50.259839444444,3.5096885714286
22911,59,59609,59175,Vendeville,vendeville,50.572735319149,3.0805604255319
22912,59,59610,59227,Verchain-Maugré,verchain maugre,50.269247634409,3.4650744086021
22913,59,59611,59237,Verlinghem,verlinghem,50.683968504673,3.0077608411215
22914,59,59612,59730,Vertain,vertain,50.215794,3.5195882
22915,59,59613,59970,Vicq,vicq,50.415553968254,3.6072849206349
22916,59,59614,59271,Viesly,viesly,50.154599007634,3.4576463358779
22917,59,59615,59232,Vieux-Berquin,vieux berquin,50.684006532258,2.6274330645161
22918,59,59616,59690,Vieux-Condé,vieux conde,50.473008289474,3.5644651315789
22919,59,59617,59138,Vieux-Mesnil,vieux mesnil,50.26034119403,3.8686341791045
22920,59,59618,59600,Vieux-Reng,vieux reng,50.322535145631,4.0434212621359
22921,59,59619,59530,Villereau,villereau,50.249911010101,3.6809282828283
22922,59,59620,59234,Villers-au-Tertre,villers au tertre,50.302240588235,3.1707598039216
22923,59,59622,59188,Villers-en-Cauchies,villers en cauchies,50.223975106383,3.3992025531915
22924,59,59623,59297,Villers-Guislain,villers guislain,50.036092682927,3.1504498780488
22925,59,59624,59142,Villers-Outréaux,villers outreaux,50.02995359375,3.28680109375
22926,59,59625,59231,Villers-Plouich,villers plouich,50.080769649123,3.1359629824561
22927,59,59626,59530,Villers-Pol,villers pol,50.288085108696,3.6163195652174
22928,59,59627,59600,Villers-Sire-Nicole,villers sire nicole,50.34060373913,4.0126525217391
22929,59,59628,59470,Volckerinckhove,volckerinckhove,50.8407524,2.29983216
22930,59,59629,59870,Vred,vred,50.392830925926,3.232132962963
22931,59,59630,59261,Wahagnies,wahagnies,50.483506568627,3.0292065686274
22932,59,59631,59127,Walincourt-Selvigny,walincourt selvigny,50.073124705882,3.3347824705882
22933,59,59632,59135,Wallers,wallers,50.3738328,3.38723805
22934,59,59633,59132,Wallers-en-Fagne,wallers en fagne,50.06606618705,4.1754099280576
22935,59,59634,59190,Wallon-Cappel,wallon cappel,50.731443404255,2.4835265957447
22936,59,59635,59400,Wambaix,wambaix,50.128547159091,3.30785625
22937,59,59636,59118,Wambrechies,wambrechies,50.693402292994,3.0429977070064
22938,59,59637,59870,Wandignies-Hamage,wandignies hamage,50.39915125,3.3239919318182
22939,59,59638,59830,Wannehain,wannehain,50.570156612903,3.2682972580645
22940,59,59639,59144,Wargnies-le-Grand,wargnies le grand,50.308112038835,3.6577063106796
22941,59,59640,59144,Wargnies-le-Petit,wargnies le petit,50.299724044944,3.6827203370787
22942,59,59641,59380,Warhem,warhem,50.977041958763,2.5102370103093
22943,59,59642,59870,Warlaing,warlaing,50.408055609756,3.3244647560976
22944,59,59643,59560,Warneton,warneton,50.746999615385,2.9674067307692
22945,59,59645,59252,Wasnes-au-Bac,wasnes au bac,50.267117272727,3.2528833333333
22946,59,59646,59290,Wasquehal,wasquehal,50.674759663866,3.1294120168067
22947,59,59647,59143,Watten,watten,50.828807575758,2.224895
22948,59,59648,59139,Wattignies,wattignies,50.585931617647,3.0395052941176
22949,59,59649,59680,Wattignies-la-Victoire,wattignies la victoire,50.200380288462,4.0068584615385
22950,59,59650,59150,Wattrelos,wattrelos,50.707322938389,3.2166866824645
22951,59,59651,59220,Wavrechain-sous-Denain,wavrechain sous denain,50.335850806452,3.4227143548387
22952,59,59652,59111,Wavrechain-sous-Faulx,wavrechain sous faulx,50.26862630137,3.2831156164384
22953,59,59653,59136,Wavrin,wavrin,50.573681681416,2.9367083185841
22954,59,59654,59119,Waziers,waziers,50.382083846154,3.113825
22955,59,59655,59670,Wemaers-Cappel,wemaers cappel,50.815324848485,2.4415172727273
22956,59,59656,59117,Wervicq-Sud,wervicq sud,50.757496235294,3.0525215294118
22957,59,59657,59380,West-Cappel,west cappel,50.917537608696,2.5092034782609
22958,59,59658,59134,Wicres,wicres,50.56754877551,2.8690802040816
22959,59,59659,59212,Wignehies,wignehies,50.017553013699,4.0036738356164
22960,59,59660,59780,Willems,willems,50.632159666667,3.2354613333333
22961,59,59661,59740,Willies,willies,50.11955311828,4.1103912903226
22962,59,59662,59670,Winnezeele,winnezeele,50.855881840796,2.5731104975124
22963,59,59663,59470,Wormhout,wormhout,50.882382537313,2.4841248507463
22964,59,59664,59143,Wulverdinghe,wulverdinghe,50.8266496875,2.25188828125
22965,59,59665,59380,Wylder,wylder,50.912297636364,2.4854445454546
22966,59,59666,59470,Zegerscappel,zegerscappel,50.880325806452,2.3742537634409
22967,59,59667,59670,Zermezeele,zermezeele,50.839734310345,2.4592896551724
22968,59,59668,59123,Zuydcoote,zuydcoote,51.059396585366,2.4892973170732
22969,59,59669,59670,Zuytpeene,zuytpeene,50.790908275862,2.4278504597701
22970,59,59670,59272,Don,don,50.545207555556,2.9155731111111
